Lorentz_N=1;	Lorentz_N=2;	Lorentz_N=10;	Lorentz_N=100
-1.77774e+00;	-8.83436e+01;	-4.31802e-01;	-7.96821e-01
-5.50349e-01;	-5.41090e-01;	8.83063e-01;	2.27596e+00
2.90052e-01;	5.82652e-02;	-8.73423e-02;	-1.60078e+00
-2.14487e+00;	-5.93125e+00;	1.27645e+00;	5.73850e-01
-4.37422e-02;	-1.70338e+00;	-6.94565e+00;	-1.52937e+00
-7.71778e-02;	-6.95497e-01;	-1.93493e+00;	-1.64527e+00
7.61909e+01;	-7.78502e-01;	1.88001e-01;	-1.34651e+00
4.28762e+01;	-5.90821e-01;	-1.37525e-01;	6.12130e-01
-4.15979e+00;	-1.02127e+01;	-1.63296e-01;	6.21792e+00
1.40818e+00;	-1.52785e-01;	-1.20717e+00;	-3.29180e-01
-8.89106e-02;	3.63572e-01;	1.79911e+00;	-4.37987e-01
7.81305e-01;	1.74253e+00;	4.85464e-01;	6.81151e-01
6.66765e+00;	1.11650e+00;	8.97123e-01;	2.15943e+00
-5.28580e-01;	-1.02995e+01;	1.42257e+00;	-9.35849e-02
-1.60158e+00;	-5.54334e-01;	1.13818e-01;	2.49774e-01
1.28839e+00;	8.00094e-01;	6.80914e+00;	-2.71513e-01
-3.40193e-01;	-1.66038e+00;	4.94941e+00;	2.11365e-01
-1.28100e+02;	5.30689e-01;	-3.42390e+00;	1.13872e-01
-4.56914e+00;	-1.04685e+00;	1.17359e+00;	-1.84363e+00
5.17157e-01;	2.51590e+00;	-6.14162e+00;	1.41807e-01
-1.36709e+00;	9.57507e-01;	1.45433e+00;	6.30649e-01
8.24084e+00;	7.28436e-01;	4.68462e-01;	1.10653e+00
-1.51036e+00;	-1.66005e+00;	1.68918e+00;	-2.22493e+00
-2.83936e+00;	-2.02040e-01;	-2.10400e-01;	2.08241e-01
5.12117e-01;	8.50182e+00;	-1.34706e+00;	-6.35747e-01
2.47686e+00;	2.10335e+01;	-3.90743e+00;	-8.13076e-01
-8.37232e+00;	4.68227e-01;	-1.21820e+02;	-2.65171e+00
-5.85636e+00;	-1.29297e+00;	-8.61118e-01;	-1.92131e+00
-6.17062e-01;	-8.84651e-01;	-3.92652e+00;	-8.35212e+00
-2.30616e+01;	9.18140e-01;	2.80143e-01;	1.88459e+00
1.85662e+00;	1.68360e+00;	2.89809e+00;	-1.52581e+00
-1.49327e+00;	6.68614e-01;	4.48718e-01;	-3.68417e+00
8.61185e+00;	-1.50422e-01;	-8.13455e-01;	-1.83961e+00
-1.54251e-01;	-4.11991e-01;	-1.05898e+00;	-3.47487e+00
-7.34537e+00;	-7.00736e-01;	3.60764e-01;	7.07767e+00
-2.25153e+00;	5.77044e+00;	-2.24228e-01;	-3.04492e+00
-7.98227e-02;	1.79038e+00;	-8.18107e-01;	-4.94556e-01
3.91404e+00;	1.90795e+00;	-1.84853e-01;	-2.24456e-01
1.10360e+00;	1.10320e+00;	1.24177e+00;	2.11837e+00
-2.64524e-02;	4.33217e-02;	-9.15774e+00;	-9.76156e-01
-1.22304e+00;	-3.63177e-01;	-3.58304e+00;	6.66183e-01
-4.21332e-01;	-3.57284e+00;	5.51382e-01;	1.99465e-01
3.11770e+00;	7.19480e-01;	1.44910e+00;	-9.76147e-01
-5.86249e-01;	8.81763e-01;	-1.19190e+00;	-1.95107e+00
1.52299e+00;	1.08307e+01;	1.94267e+00;	1.37974e+00
1.09686e-01;	-2.30810e+00;	8.32425e-01;	4.04536e+00
3.16269e+00;	-8.55466e+00;	2.59568e+00;	-3.05990e+00
-1.50378e+00;	-1.60771e+00;	3.28193e+00;	5.91313e-01
3.33264e-01;	-1.00970e+00;	3.74655e+00;	1.39266e-01
1.30262e+00;	7.11393e-01;	1.35615e+00;	3.42696e+00
-9.54234e-01;	-3.24478e-01;	3.50265e-01;	-7.80775e-01
-8.24882e-02;	-8.77641e-01;	2.97765e-01;	1.91401e+00
1.79775e+00;	1.44920e+00;	-7.61053e+00;	1.01267e+01
-3.82544e+00;	6.44138e-01;	-9.60488e-01;	2.55518e+00
1.78427e-01;	-5.59529e-02;	1.23051e-01;	1.59128e-01
-6.30568e-01;	1.69043e+00;	1.10356e+00;	1.27401e+00
-5.29585e+00;	-4.00038e+00;	-2.94195e+00;	-5.59559e-01
-8.87315e-01;	5.92512e-01;	-5.50333e-01;	8.16704e-02
-5.60732e+00;	9.71495e-01;	-1.35739e-01;	-4.49288e-01
-1.47865e+00;	8.07073e+00;	8.35727e-01;	1.41487e-02
-6.90620e-01;	-1.03935e+00;	-1.08067e+00;	-2.16814e+01
1.17477e+00;	1.73755e-01;	2.54780e-02;	4.04962e-01
-8.51555e-01;	-4.71282e-02;	2.09846e+00;	5.73249e-01
4.09049e-01;	1.07394e+00;	-4.14993e+00;	1.33342e-01
9.29942e+00;	-2.40335e+00;	-1.51458e-01;	5.75826e-01
-2.32104e+00;	6.47978e-01;	5.83392e-01;	-1.66192e+00
-9.06379e-01;	-6.62211e+00;	6.08243e+00;	-3.52287e+01
-5.23666e-01;	-6.57356e+00;	2.05007e+00;	4.05800e-01
1.29553e+00;	3.51207e-01;	-9.24832e-01;	5.10788e+00
-3.26030e-01;	-1.72617e-01;	-3.55022e-02;	1.01099e+00
-3.62796e-01;	5.65131e+00;	-1.32832e+00;	7.52141e+00
-5.54537e-01;	3.65916e+01;	1.01649e+00;	-1.34911e+00
1.33264e-01;	1.35063e-01;	4.28411e-01;	-2.97863e+00
-3.02081e+00;	-2.55699e-01;	6.90353e-01;	4.27672e-01
-1.85914e-01;	3.34791e-02;	-4.86745e+00;	2.63299e+00
-2.26855e+00;	-4.12569e-01;	9.84360e-01;	5.36308e-01
5.96160e+00;	7.96574e+00;	-1.80479e-01;	-1.10164e-01
9.34561e-01;	6.40450e-01;	9.17698e+00;	-1.16591e+00
-6.81661e-01;	5.63726e+00;	7.01966e-04;	4.88185e-01
-9.44548e-01;	1.74311e+00;	4.44915e-01;	2.90650e-02
-1.94578e+00;	8.24245e-01;	-1.14742e+00;	1.98374e+01
-3.13978e-01;	-3.04657e-01;	-2.07011e+00;	-3.21309e-01
1.19863e+00;	-1.81702e+00;	2.19883e+00;	-1.98678e-01
2.22149e-01;	7.82678e-01;	3.89755e+00;	-2.64370e-02
-5.97656e-01;	-2.75253e+00;	3.41155e+00;	3.99617e-02
-1.17738e+00;	-5.10114e-01;	1.75733e+00;	-2.55493e+01
-2.74491e+01;	2.31031e+00;	-1.00574e+00;	5.93039e-01
-1.23031e+00;	1.43485e+00;	-5.33882e+00;	1.56076e+00
8.30985e-01;	-6.88437e-01;	-1.67446e+00;	1.77612e-01
4.44865e-02;	6.61275e-01;	1.19608e+00;	4.77814e-01
-7.14796e-01;	1.13190e+00;	-7.48640e-01;	-1.48285e+01
1.11554e+00;	4.42870e-01;	-5.27634e-01;	-4.51541e+00
3.30186e-02;	1.55559e-01;	1.48656e+00;	-1.97322e-01
-4.00405e-01;	-4.96584e-01;	-1.15556e+00;	6.47785e-01
-6.38730e-01;	2.80516e+00;	-1.05457e+00;	-9.49143e-01
6.77410e-01;	2.28796e-02;	-4.94019e-01;	6.11552e-01
-7.48844e+00;	-1.72799e+00;	1.06313e+00;	-2.63973e+01
1.39982e+00;	-9.66832e-01;	2.72362e+00;	-1.14644e+00
1.28839e+00;	-9.39070e-01;	1.59178e-01;	-5.97966e-01
4.39446e+01;	7.29158e-01;	7.79469e-03;	-3.79594e+01
2.00448e+00;	4.42124e+01;	2.17688e+00;	-2.39200e+00
1.00656e+00;	4.36680e-01;	-1.32371e-01;	-6.80147e-01
1.22930e+00;	1.09976e+00;	-1.37438e-01;	1.33787e+00
2.31850e+00;	1.48449e+01;	-1.74595e+00;	3.61087e+00
5.17423e-01;	-7.05831e-01;	-4.66798e+00;	-1.60104e+00
2.58147e+00;	1.17288e+00;	1.48422e+00;	-2.03388e-01
2.75692e+00;	7.29125e-01;	-6.68289e-02;	2.22395e+00
1.18582e+00;	3.12302e-02;	-5.15057e+00;	3.36547e-02
-2.68818e+00;	-5.41340e-01;	9.62584e-01;	1.73345e+00
2.34709e+00;	-9.31825e-01;	-1.96738e-01;	1.80782e-01
-9.43302e+00;	-1.07559e+00;	1.61202e+01;	-2.47206e-01
3.35723e-01;	9.56157e+00;	-1.07448e+00;	-1.71510e+00
-3.39436e-01;	-3.09565e-01;	-1.31586e+00;	-2.10761e-01
-2.33452e+00;	1.88999e+00;	1.51222e+00;	9.03632e-01
8.23660e-01;	-7.17378e-01;	1.01187e+00;	3.02767e-01
6.75221e-01;	1.55519e-01;	3.73527e+00;	-3.39669e-01
8.88934e-03;	2.43291e+00;	-1.74594e-01;	-3.94423e+00
-3.16131e-02;	-3.11929e+00;	-4.64354e-03;	2.30114e+01
9.25307e-02;	1.07820e+00;	8.96427e+00;	-8.72299e-01
2.59144e+00;	-1.34567e+00;	7.19626e-01;	-3.68449e+00
3.52046e-01;	3.58846e+00;	-3.78921e+00;	-7.91287e-01
-2.50311e+00;	7.31352e-01;	-7.36597e-01;	-5.54826e-01
1.90356e+01;	-1.77362e-01;	2.87226e+00;	5.77662e-01
-1.90423e+00;	1.27405e+00;	-6.86349e-01;	1.63860e-01
1.92050e-01;	-6.76379e+00;	6.50542e-01;	-2.04614e+00
1.73792e+00;	1.73555e+00;	6.75322e+00;	1.40334e+00
2.45185e-01;	-5.71982e-01;	1.55926e+00;	-6.66422e+00
-7.48610e-01;	5.41651e+00;	-4.05745e-03;	-1.04618e+00
-3.10971e+00;	-7.73649e+00;	-7.17614e-01;	7.32578e-01
5.75154e+00;	-2.02491e+01;	3.02120e+01;	-8.18630e-01
-6.34093e-01;	-5.20241e-01;	8.60072e-01;	8.93274e-02
9.66976e-01;	2.29784e+00;	-3.46296e-01;	1.63054e+00
-7.85015e-02;	7.62540e-01;	1.49560e+00;	2.80458e-01
9.89716e+00;	1.68954e+02;	2.52623e+00;	-1.20678e+01
-2.32007e-01;	-1.11933e+00;	-2.12457e-01;	-5.98562e+00
8.06164e-01;	8.01901e-01;	-6.74108e+01;	-1.47740e+00
2.15442e+00;	-3.12860e+01;	-1.45672e+00;	-1.77362e-01
-8.94901e-01;	-5.31723e-01;	1.76450e-01;	1.44930e-02
-1.03626e+00;	-4.50817e-01;	2.45725e+01;	-1.46851e+00
9.51622e-01;	2.22018e+01;	2.17770e-01;	8.98726e-01
-2.04833e+00;	-1.03526e+01;	4.44389e+01;	-4.62808e-01
-1.72836e-01;	6.95662e+00;	-4.37336e-01;	2.10118e+00
-3.44545e+00;	3.83178e+00;	1.73479e-01;	1.23175e+00
2.09969e+00;	-1.09263e+00;	1.42859e+00;	-3.61066e+00
9.69668e-02;	1.79007e-01;	-2.17432e+00;	1.11805e+00
2.32625e+00;	-7.83624e-02;	1.34333e+00;	-1.25146e-01
2.87669e-01;	-2.56857e+00;	-5.59090e+00;	-7.41415e-02
-2.08145e-01;	-2.88547e+00;	-6.97972e-01;	-5.37506e-01
-4.01894e-01;	1.04894e+00;	-2.30013e+00;	-3.11038e-01
-3.27033e-01;	2.51369e+00;	2.86318e+00;	-2.48278e+00
-8.56669e-01;	-6.35807e-02;	-1.41215e-01;	1.43432e+01
2.09081e+00;	-2.00783e-01;	-1.48963e+00;	-5.14836e-01
-1.12187e+00;	-7.93153e+00;	1.55287e-01;	9.36166e-01
6.16394e+00;	3.92072e-01;	8.44941e-02;	2.09774e+00
2.30787e+00;	1.39059e+00;	5.32375e+00;	9.72529e+01
3.96074e-01;	-8.29835e-01;	-4.58542e-01;	5.23225e+00
-1.38433e+00;	-2.72074e-02;	4.58655e-01;	-5.08481e-01
1.10935e+01;	-1.53159e+00;	-5.26303e-01;	-3.61198e-01
4.08483e-01;	1.81534e+00;	1.45611e+00;	3.26699e-01
7.29849e+00;	-8.86823e-02;	-1.97769e+01;	8.98265e+00
-1.41936e-01;	1.36163e+00;	5.55433e+00;	-6.58646e-01
2.28575e+00;	-1.48164e+00;	8.07844e-01;	-2.39350e+01
-2.44725e-01;	2.39571e+01;	3.35105e-02;	-2.72820e-01
-4.22559e+00;	7.28079e-02;	6.68019e-01;	-4.88682e-01
-1.53701e+00;	-4.42743e-01;	-1.56920e+00;	-8.16495e-01
1.49394e-01;	-2.63079e+01;	1.88684e+00;	-4.94184e-01
-1.33183e+01;	6.10481e-01;	3.81525e-01;	-7.54425e-01
2.55439e-01;	-3.18861e+00;	-3.86348e+00;	-3.87557e+00
-5.50904e+00;	-1.18480e-01;	-2.14553e-01;	3.18049e+01
-5.97908e-01;	-1.29302e+00;	-2.65175e+00;	1.25576e+00
1.89056e-01;	3.33613e-01;	3.36133e+00;	-1.37600e-01
-4.46462e-01;	9.62810e-01;	5.04723e-01;	5.73990e+01
-1.31061e+00;	9.91633e+00;	-1.63147e-01;	1.15188e+00
4.91695e-01;	-3.45690e-01;	-9.89770e-01;	1.10768e+00
-3.10463e-01;	-1.61388e+00;	-6.53589e+00;	-2.86463e+01
3.39100e-01;	-1.49705e+00;	-7.49147e-01;	8.06022e-02
-4.07681e-01;	-4.27785e-01;	-4.52584e-01;	2.35032e-01
2.54443e+00;	-5.13901e-01;	-3.55246e+00;	-2.65736e-01
-9.04163e-01;	4.14856e+00;	2.96958e-01;	5.84378e-02
-5.81720e-01;	-2.27788e+00;	4.35442e+00;	3.42623e+00
1.57879e+00;	2.23765e+00;	5.25839e-01;	6.02968e-01
8.25655e-03;	8.25892e+00;	-6.76095e+00;	4.42564e-01
5.69177e+00;	-1.96964e+00;	-8.15558e-01;	-1.68921e+00
-1.21728e-01;	-5.18054e-01;	-2.23909e+00;	-1.86943e-01
1.28702e+00;	-1.22963e+00;	-3.41713e-01;	-3.54846e+00
4.74759e-01;	-5.81861e+00;	2.23737e+00;	2.32653e+00
-8.46858e-01;	-2.08810e+01;	-5.53014e-02;	-4.04147e+01
9.79401e-01;	-6.26342e-01;	8.66136e-01;	4.33126e-01
1.17319e+00;	-1.91735e+00;	8.36175e-01;	-1.40583e+00
-3.19401e-01;	-1.10354e+00;	-4.10114e-01;	1.40836e+01
-2.93379e+00;	-9.83402e-02;	1.76816e+00;	-7.14065e-01
2.08495e+00;	-1.11990e+01;	2.95384e+00;	-5.44991e+00
1.27443e+00;	1.13116e+00;	-2.07370e+00;	-4.14087e+00
5.46529e-01;	1.94059e+00;	1.82515e+00;	-4.21190e-01
-6.29240e-02;	-4.92624e-01;	-6.53837e-01;	-1.82329e+00
-7.13416e-01;	-3.78545e-01;	1.46668e+00;	2.65797e-01
1.29412e+01;	6.82402e-01;	5.07202e+00;	-4.27600e+01
3.59447e-01;	-9.33358e-01;	3.33918e-01;	-1.45334e-01
-8.44114e-01;	2.53022e-01;	-8.49071e-01;	3.15974e-01
-4.85654e-01;	-5.61411e-01;	-7.57221e-02;	-8.19887e-01
2.50982e+00;	2.65550e-01;	-2.97842e-01;	1.51470e+00
3.46284e+00;	-1.49105e-01;	-1.61514e+00;	8.60325e-03
1.35449e+00;	5.11923e-01;	-4.49170e+01;	1.49923e-01
2.14327e+00;	1.14374e+00;	1.04853e+00;	-7.11506e+00
-8.80887e-01;	1.38992e+00;	1.18150e+00;	2.08009e-01
-2.42934e-01;	9.83558e-03;	-9.67566e-01;	1.57285e+00
-1.16548e+00;	-1.37641e+01;	-8.68471e-01;	3.52367e-01
1.80981e+00;	-4.54159e-02;	3.06124e+00;	-3.21077e-01
-1.07637e+00;	-1.38910e+00;	1.14794e+01;	-1.23049e+00
-1.99566e+00;	-2.00708e+00;	5.05647e+01;	5.35276e-01
7.20374e-01;	-1.54032e+01;	-3.57281e-02;	1.54267e+00
-2.70867e+00;	2.25153e-04;	1.54184e+00;	9.42977e-01
-1.96735e+00;	-2.25698e-01;	9.16044e-01;	-5.99890e-01
-9.27221e-01;	-2.26900e-01;	1.20378e+00;	2.46285e+00
9.83691e-01;	8.11128e-01;	-1.43925e+00;	-1.20626e+00
6.20873e+00;	1.49860e+00;	2.95597e-01;	-6.93981e-01
-2.25453e+00;	-4.16447e+00;	-4.76154e-01;	-1.02129e+00
7.24262e+00;	6.21588e+00;	-2.59551e-01;	-4.71947e+00
1.46331e-01;	1.79013e+00;	2.05792e+00;	-2.87729e+01
-7.74444e-01;	-4.04699e-01;	-3.26180e+00;	6.40562e-01
-2.16117e-01;	3.28292e+00;	6.73850e+00;	-2.11715e+00
8.01152e+01;	-3.74570e-01;	2.59635e-01;	3.67015e-01
-1.26167e+00;	-2.30116e+02;	-1.77375e+00;	-3.15133e-01
-1.70346e+02;	1.82467e+00;	1.76597e+00;	-2.52910e-01
5.17117e-01;	-2.49627e-01;	-6.35862e-01;	-5.22129e-01
-9.13987e-01;	1.58598e+00;	3.45751e+00;	2.72078e-01
2.72946e+00;	-4.50171e-01;	-1.93957e+00;	1.78584e+01
-4.50301e-01;	3.13002e+00;	6.71325e-01;	-1.33263e+00
7.74967e-02;	-1.57286e+00;	4.09440e-01;	8.60026e-01
1.33576e+00;	-6.14592e-01;	9.48180e-01;	3.92671e-01
1.52207e+00;	-2.38596e+00;	-5.78158e-01;	-4.56310e-01
2.68369e-01;	5.82542e-01;	8.30029e-01;	4.06883e-01
-1.15392e+00;	8.10809e-01;	-1.47535e+02;	-6.96751e-01
-7.79274e-01;	-1.97912e+00;	5.30799e-01;	-5.73401e+00
7.11572e-01;	-2.40625e-01;	-9.39958e-01;	-3.74945e-01
-8.21413e-01;	-1.10429e+00;	-1.89016e+00;	-5.50094e-01
1.08197e+00;	-1.26661e+00;	1.49423e+00;	2.08448e+00
3.97876e-01;	1.57000e-01;	-4.93254e+00;	1.20625e-01
-2.45863e-01;	-5.05667e-01;	-4.25043e+01;	6.39463e+00
-6.02102e+00;	-1.33011e-01;	2.12240e+00;	-1.28733e+00
1.69696e+00;	1.02791e+00;	-2.64444e+00;	9.78441e-01
-2.10505e-01;	3.70426e-01;	-4.35292e-01;	1.79106e+00
-4.39976e-01;	-3.47529e-01;	7.75092e+00;	1.14345e+01
-1.34430e+00;	-5.06363e-01;	1.35627e+00;	2.88456e+00
7.11443e-01;	-1.00368e+00;	8.60038e-01;	5.52982e+00
-1.30433e+00;	2.17332e+00;	9.44179e-02;	1.76296e+00
-2.94985e+01;	-1.47231e-01;	-3.03978e-01;	-1.16579e+00
3.19510e-02;	-1.16497e-01;	-1.07354e+01;	-2.54447e+00
1.74218e-01;	-3.32961e-02;	-8.28350e-01;	-7.05698e-01
1.18813e+02;	1.24695e+00;	9.09513e-01;	-1.14557e+00
-6.79984e+00;	1.75178e+00;	1.90673e+00;	1.17331e+00
2.82346e-02;	1.52464e+01;	5.62321e-02;	-6.32481e-01
3.60196e+01;	-4.60444e+00;	-9.38423e-01;	8.63667e+00
2.87671e+00;	1.37965e+00;	-5.81113e-02;	-2.54446e-01
1.71453e-01;	4.22451e-01;	1.28904e+01;	-1.89067e+00
-1.66853e-01;	2.22279e-01;	8.47987e-01;	6.95054e-01
2.00421e-01;	4.06576e+01;	7.02138e-01;	2.36561e-01
8.72407e-01;	1.20276e+00;	2.73266e+00;	-1.18438e-01
9.84058e-02;	3.41301e+00;	-1.64696e+01;	-2.16158e+00
-8.20886e-01;	-3.81834e-01;	3.49431e+00;	1.70122e-01
1.72544e+00;	-1.45691e+00;	1.26290e+00;	-9.61627e-01
4.47245e+00;	-2.55269e-01;	3.70247e+00;	-3.49534e+00
-1.05066e+00;	3.15923e+00;	8.88832e-01;	-7.18787e+00
-1.12444e+00;	6.21370e+00;	1.80471e+00;	2.53006e-01
-3.78498e+00;	-3.16300e-01;	2.34169e+00;	4.08996e-02
-1.18056e+00;	-3.71614e+00;	4.16449e+00;	-1.30108e+00
4.85830e-01;	-1.72830e+00;	-1.22094e+01;	1.15279e+00
-1.36163e-01;	2.05872e-02;	-7.58269e+00;	-5.84297e-01
-2.15600e-01;	-1.03099e+00;	-9.61153e-01;	-2.29123e-01
-2.99861e+00;	-1.57245e+00;	6.81902e-01;	3.49823e-01
5.64460e-01;	2.20897e+00;	3.13665e-01;	6.12111e+00
2.38321e+00;	-3.72021e+00;	7.70365e-01;	1.20476e+02
-8.44414e-01;	1.40768e+00;	-6.40989e-01;	-7.91768e-01
7.64147e+00;	-3.80122e-01;	9.81777e-02;	-4.50479e-01
1.72381e-02;	2.73452e-01;	-4.27904e-01;	-3.75651e-01
-2.09799e-01;	-1.54816e-01;	4.45920e-01;	6.16523e-01
-7.28790e-01;	1.21085e+00;	-4.95651e-02;	7.23845e-01
-4.34117e-01;	-4.75933e+00;	2.67026e+00;	4.34899e-01
-2.35573e-01;	-9.01297e-01;	-1.22581e+00;	-1.24852e-01
-3.15388e+00;	8.05195e-01;	-2.04020e-01;	8.19359e+00
-3.21715e-01;	2.18293e-01;	4.77119e-01;	2.75661e-01
-5.54039e-01;	9.13198e-01;	-6.86153e-01;	-1.07131e+00
5.87869e-01;	2.22828e+00;	-1.69581e+00;	-5.40367e-02
6.37597e+00;	-2.73926e-01;	6.24822e-01;	-2.85240e+00
9.37980e-02;	-6.49995e-01;	-4.10395e-01;	-8.73276e+01
-1.08770e+01;	-2.23083e-01;	1.18019e-01;	2.86669e+00
-3.70889e-01;	-6.11427e+00;	-4.21830e-01;	5.10698e-01
4.26815e-01;	1.63930e+01;	-6.18024e-01;	8.70100e-01
5.45647e-01;	-2.13392e+00;	-9.34813e-01;	1.67305e+00
2.43537e-01;	-1.35518e+01;	2.36546e-01;	-4.70404e-01
-4.26529e-03;	1.04119e-01;	7.58044e-02;	1.54028e+00
-5.53573e-01;	1.32299e+01;	-9.93284e+00;	-1.53602e+00
-6.10469e-01;	5.20124e-01;	-1.94512e+00;	5.65308e+00
-1.04114e-01;	1.00418e+00;	1.32672e+00;	-6.19454e-01
-6.25573e-01;	-4.82346e-01;	-9.37955e-02;	3.82957e+00
1.63728e+00;	1.70020e+00;	-2.61266e-01;	-2.36822e+00
5.14089e-01;	-9.53541e-02;	-2.73029e-01;	-3.28267e-02
-2.97247e-01;	-2.24240e+00;	-3.32675e-01;	2.81660e-02
1.73238e-01;	-2.71335e-01;	-1.14560e+00;	-2.13745e+00
2.70319e+00;	-3.62833e-01;	2.37726e+00;	3.48982e+00
-3.37022e-01;	1.92330e-01;	-1.86897e-01;	-2.93180e-01
4.63804e+00;	-2.42345e+01;	9.47304e-01;	5.76817e+00
-8.51821e-02;	-2.18855e+01;	-8.10843e-01;	4.00190e+00
-6.57978e-01;	-2.47852e+00;	5.13116e-01;	1.11602e+00
-1.61332e+00;	6.41763e-01;	-2.04173e+00;	-3.76156e+00
8.90029e-01;	2.88141e+00;	2.58812e+00;	-6.01131e+00
-4.50550e+00;	-1.56959e+00;	4.15528e+00;	-5.81129e-01
6.11148e+00;	3.98547e-01;	2.08150e+00;	1.59585e+00
9.81346e-01;	3.17300e-01;	-5.30794e+00;	4.94151e+00
1.29502e+01;	-2.17284e+00;	6.59423e-01;	-1.36697e+00
4.16475e+00;	-2.04483e+00;	2.59926e+00;	1.65351e+00
-3.18740e+00;	1.93834e-01;	2.55326e+00;	3.75515e+00
-1.05934e-02;	-6.51279e+00;	-2.42867e+00;	-2.97695e+00
-5.79837e+00;	-1.39768e+00;	5.05003e-01;	2.36267e-01
1.83861e+00;	-4.71326e-01;	-1.30231e+01;	1.17209e+00
7.26359e-01;	-3.64532e+00;	2.93183e+01;	-3.82784e+00
5.33986e-01;	8.30728e-02;	-9.01707e-01;	3.97384e+00
-1.50097e+00;	-9.90357e+00;	1.31000e+00;	-5.41672e-02
-9.62517e-01;	-3.59699e-01;	1.93201e+01;	-4.66225e-01
1.08483e+00;	-2.11929e+00;	1.14779e+00;	2.11938e+00
4.25081e+00;	-3.66185e-01;	-9.61874e-01;	-1.21451e+00
-5.31718e-01;	7.60030e+00;	8.34971e+00;	3.32345e+00
-4.66985e+00;	2.26167e+00;	6.53178e-01;	-1.14894e+00
3.74272e+01;	8.35181e-02;	-1.45929e+01;	-1.23568e+00
-3.47236e-01;	-2.29976e-02;	-1.49829e+00;	-8.90921e+00
7.37226e-01;	3.31290e+00;	5.61865e-01;	3.26770e-01
-7.47796e-01;	8.01778e-01;	-2.68404e+00;	7.25342e-02
3.34737e+00;	-3.51636e+00;	-1.67584e+00;	2.07521e-01
1.70778e+00;	1.25684e+00;	-2.41358e-01;	1.81305e+00
-6.24528e-01;	2.86385e-01;	-4.45047e-02;	1.24426e+00
1.08044e+00;	-7.81611e-01;	4.28492e+01;	-1.80730e-02
3.00473e-01;	-1.05438e-02;	3.41951e-01;	1.83512e+00
-3.70110e-01;	-6.32568e-01;	5.65397e+00;	2.08620e+00
1.80357e-01;	-7.38562e-02;	-1.23962e+00;	1.87409e-01
-1.55957e+00;	-2.90540e-01;	8.66756e-01;	-3.44239e-01
3.08472e-01;	1.73166e+00;	-1.23872e+00;	-4.05099e-01
9.60774e-01;	-2.89589e+00;	1.17812e+01;	-2.18546e-01
1.07380e-01;	2.23956e+01;	2.55393e+00;	8.41119e-01
-6.24121e-02;	-1.34751e+00;	-6.07560e+00;	7.87393e-01
-5.88514e-01;	-1.25447e-01;	3.71095e-01;	-1.21428e-01
-1.70386e+00;	6.39316e-02;	-8.62407e-01;	7.01953e-01
-2.16945e-01;	-7.19158e+00;	-9.93566e-02;	-8.04998e-01
-1.51512e+00;	-5.48533e-01;	-2.16547e+00;	1.05686e+00
1.65514e+00;	-6.49085e-01;	2.38796e+00;	6.96188e-03
-3.32924e-01;	9.39725e-02;	6.84211e+00;	2.66865e+00
4.68849e-01;	-1.68996e+00;	-2.09468e+00;	4.23658e-01
-7.37413e+00;	-6.73157e-01;	1.52440e+00;	-1.08204e+00
-3.45794e+00;	-4.56964e-01;	2.20271e+00;	-1.23249e+00
-6.98702e-02;	-5.46152e+00;	1.02542e+00;	1.39271e+00
2.43629e-01;	1.15534e+00;	5.97020e-01;	1.87439e+00
1.22499e+04;	-9.46518e-02;	1.32474e-01;	-4.25278e+00
-5.24845e-01;	5.34683e-01;	-1.61336e+00;	-7.36099e-01
2.86267e+02;	8.01753e-01;	9.48180e-01;	-3.47855e-02
-9.18843e-01;	-1.96980e+00;	8.78939e-01;	1.46669e+00
5.12805e+00;	-1.04873e+00;	-5.53544e-01;	-4.56685e+00
-1.23688e-01;	1.36387e-01;	3.19137e+00;	1.02000e+00
-3.96451e-01;	1.69785e-01;	-2.15326e+00;	3.61020e-01
1.07705e+00;	-3.03578e+00;	-1.00625e-01;	-3.65848e+00
-5.87325e-01;	2.02286e-01;	5.15881e+00;	9.49502e-01
1.71575e+00;	-2.92646e+01;	4.09253e-01;	1.35768e+00
6.42685e+01;	3.45381e+01;	-7.08881e-01;	1.14500e+00
-5.93152e-02;	7.71934e+00;	7.90070e-01;	-7.73189e-02
3.64346e+00;	6.01239e-01;	3.78651e+00;	1.72737e-01
4.60074e+00;	2.58229e+00;	-6.45772e-01;	1.03071e+00
-1.43285e+00;	-1.11924e+01;	2.39243e+00;	5.06497e+00
-1.69789e+01;	-4.32638e+00;	1.16678e+00;	-4.54077e+00
1.00102e+00;	-4.64167e-01;	2.19591e-01;	7.50322e-01
1.67606e-01;	-1.43971e+00;	6.37800e-01;	-2.03502e+00
-2.26419e+01;	-1.71035e-01;	4.14237e+00;	1.41359e+00
1.54562e-01;	5.13669e-01;	-3.26961e-01;	-4.13042e-02
-2.75172e+00;	7.03895e-01;	2.22289e+00;	-3.97142e+00
5.45711e+00;	1.95033e+00;	9.43475e-01;	2.72468e+00
-4.33036e-01;	-7.14048e+00;	2.54252e+00;	-1.79291e+04
2.31540e-01;	4.96271e-01;	1.00100e-01;	-1.80163e+01
1.18693e+00;	7.17483e+00;	2.08297e+00;	-1.30151e+00
2.57700e+00;	6.43410e-01;	-2.33787e-01;	2.06392e+00
-1.27644e-01;	-1.79685e+00;	5.30341e+00;	9.81270e-01
