Number_of_throws;	chi2
3682;	9.9160000000e+01
3683;	1.1996000000e+02
3684;	1.0488000000e+02
3685;	6.9820000000e+01
3686;	1.0755000000e+02
3687;	1.0894000000e+02
3688;	9.4610000000e+01
3689;	9.4120000000e+01
3690;	7.8870000000e+01
3691;	8.9640000000e+01
3692;	1.0958000000e+02
3693;	1.0631000000e+02
3694;	8.8720000000e+01
3695;	7.7020000000e+01
3696;	9.3910000000e+01
3697;	1.0313000000e+02
3698;	8.6120000000e+01
3699;	1.0419000000e+02
3700;	1.1287000000e+02
3701;	8.3740000000e+01
3702;	1.1107000000e+02
3703;	1.1610000000e+02
3704;	9.9890000000e+01
3705;	1.2792000000e+02
3706;	1.0925000000e+02
3707;	1.0895000000e+02
3708;	9.7430000000e+01
3709;	9.1890000000e+01
3710;	1.1660000000e+02
3711;	8.7340000000e+01
3712;	8.2440000000e+01
3713;	9.7100000000e+01
3714;	9.3440000000e+01
3715;	8.6220000000e+01
3716;	1.1827000000e+02
3717;	1.0517000000e+02
3718;	8.4230000000e+01
3719;	9.4980000000e+01
3720;	8.5130000000e+01
3721;	9.6890000000e+01
3722;	1.0899000000e+02
3723;	9.4720000000e+01
3724;	6.4920000000e+01
3725;	9.8670000000e+01
3726;	6.2330000000e+01
3727;	8.0620000000e+01
3728;	9.6580000000e+01
3729;	7.4710000000e+01
3730;	7.7990000000e+01
3731;	1.0603000000e+02
3732;	1.0690000000e+02
3733;	1.1557000000e+02
3734;	9.5480000000e+01
3735;	1.0334000000e+02
3736;	1.2111000000e+02
3737;	8.4710000000e+01
3738;	1.1297000000e+02
3739;	1.1387000000e+02
3740;	9.6180000000e+01
3741;	7.4710000000e+01
3742;	8.3460000000e+01
3743;	8.3140000000e+01
3744;	1.0804000000e+02
3745;	8.5740000000e+01
3746;	9.6270000000e+01
3747;	7.1190000000e+01
3748;	8.6210000000e+01
3749;	9.5070000000e+01
3750;	9.1870000000e+01
3751;	9.6160000000e+01
3752;	1.4067000000e+02
3753;	9.1190000000e+01
3754;	1.0359000000e+02
3755;	1.0342000000e+02
3756;	1.0443000000e+02
3757;	1.1609000000e+02
3758;	8.8160000000e+01
3759;	9.7480000000e+01
3760;	8.0720000000e+01
3761;	8.8400000000e+01
3762;	1.0237000000e+02
3763;	9.3020000000e+01
3764;	1.5305000000e+02
3765;	9.5420000000e+01
3766;	1.1259000000e+02
3767;	1.0910000000e+02
3768;	1.2585000000e+02
3769;	1.0381000000e+02
3770;	9.9960000000e+01
3771;	9.3940000000e+01
3772;	1.0075000000e+02
3773;	1.1541000000e+02
3774;	1.1048000000e+02
3775;	1.2537000000e+02
3776;	8.9520000000e+01
3777;	9.1430000000e+01
3778;	1.4555000000e+02
3779;	7.7630000000e+01
3780;	1.0076000000e+02
3781;	9.0320000000e+01
3782;	9.5150000000e+01
3783;	1.2118000000e+02
3784;	9.2320000000e+01
3785;	1.0384000000e+02
3786;	1.1661000000e+02
3787;	9.2550000000e+01
3788;	9.6230000000e+01
3789;	9.6180000000e+01
3790;	1.0816000000e+02
3791;	9.0610000000e+01
3792;	1.2479000000e+02
3793;	1.0827000000e+02
3794;	1.0027000000e+02
3795;	8.8310000000e+01
3796;	9.7740000000e+01
3797;	7.8260000000e+01
3798;	1.2009000000e+02
3799;	1.1839000000e+02
3800;	1.0001000000e+02
3801;	1.0569000000e+02
3802;	8.6770000000e+01
3803;	1.0207000000e+02
3804;	8.5810000000e+01
3805;	9.0700000000e+01
3806;	1.1084000000e+02
3807;	8.1020000000e+01
3808;	1.1344000000e+02
3809;	1.1105000000e+02
3810;	1.2411000000e+02
3811;	9.1370000000e+01
3812;	8.2350000000e+01
3813;	1.0884000000e+02
3814;	1.0727000000e+02
3815;	9.3830000000e+01
3816;	7.9260000000e+01
3817;	1.0169000000e+02
3818;	9.3080000000e+01
3819;	1.2533000000e+02
3820;	1.3713000000e+02
3821;	1.0130000000e+02
3822;	8.8690000000e+01
3823;	9.4850000000e+01
3824;	8.5370000000e+01
3825;	1.2662000000e+02
3826;	9.5200000000e+01
3827;	8.9450000000e+01
3828;	1.1391000000e+02
3829;	9.6490000000e+01
3830;	7.2340000000e+01
3831;	1.0887000000e+02
3832;	7.4040000000e+01
3833;	1.0711000000e+02
3834;	7.5000000000e+01
3835;	1.0291000000e+02
3836;	7.6140000000e+01
3837;	1.0085000000e+02
3838;	9.2760000000e+01
3839;	1.0250000000e+02
3840;	8.4720000000e+01
3841;	8.8420000000e+01
3842;	8.4680000000e+01
3843;	8.9810000000e+01
3844;	9.2170000000e+01
3845;	9.4500000000e+01
3846;	1.0155000000e+02
3847;	1.1289000000e+02
3848;	1.1635000000e+02
3849;	9.1210000000e+01
3850;	9.2510000000e+01
3851;	1.0580000000e+02
3852;	8.6010000000e+01
3853;	8.6010000000e+01
3854;	1.1201000000e+02
3855;	9.2990000000e+01
3856;	9.4100000000e+01
3857;	8.6770000000e+01
3858;	1.0737000000e+02
3859;	1.0545000000e+02
3860;	9.3190000000e+01
3861;	1.0207000000e+02
3862;	7.4900000000e+01
3863;	1.0430000000e+02
3864;	1.0675000000e+02
3865;	1.0845000000e+02
3866;	1.2148000000e+02
3867;	1.1390000000e+02
3868;	1.2186000000e+02
3869;	9.5580000000e+01
3870;	8.2320000000e+01
3871;	1.2875000000e+02
3872;	7.9330000000e+01
3873;	7.7230000000e+01
3874;	1.0669000000e+02
3875;	1.1279000000e+02
3876;	1.2966000000e+02
3877;	1.2919000000e+02
3878;	9.6000000000e+01
3879;	9.8070000000e+01
3880;	9.8240000000e+01
3881;	1.0558000000e+02
3882;	9.9790000000e+01
3883;	7.9150000000e+01
3884;	1.2880000000e+02
3885;	1.0376000000e+02
3886;	8.5610000000e+01
3887;	1.2627000000e+02
3888;	8.3040000000e+01
3889;	9.6750000000e+01
3890;	1.2151000000e+02
3891;	7.2950000000e+01
3892;	8.4530000000e+01
3893;	6.6950000000e+01
3894;	1.0456000000e+02
3895;	8.4510000000e+01
3896;	1.1392000000e+02
3897;	1.0262000000e+02
3898;	9.9620000000e+01
3899;	1.1073000000e+02
3900;	8.3160000000e+01
3901;	1.0810000000e+02
3902;	1.0450000000e+02
3903;	1.1665000000e+02
3904;	7.9530000000e+01
3905;	8.2100000000e+01
3906;	1.0126000000e+02
3907;	1.2400000000e+02
3908;	1.0710000000e+02
3909;	9.4900000000e+01
3910;	1.0061000000e+02
3911;	1.1796000000e+02
3912;	9.2270000000e+01
3913;	1.1876000000e+02
3914;	9.7810000000e+01
3915;	1.1420000000e+02
3916;	1.1519000000e+02
3917;	1.2032000000e+02
3918;	9.8050000000e+01
3919;	8.6500000000e+01
3920;	8.1770000000e+01
3921;	1.2246000000e+02
3922;	1.1187000000e+02
3923;	8.7820000000e+01
3924;	8.6340000000e+01
3925;	1.0328000000e+02
3926;	1.1561000000e+02
3927;	8.5600000000e+01
3928;	6.7210000000e+01
3929;	1.0918000000e+02
3930;	9.4010000000e+01
3931;	7.2050000000e+01
3932;	1.0424000000e+02
3933;	1.0362000000e+02
3934;	8.5360000000e+01
3935;	1.0412000000e+02
3936;	9.5400000000e+01
3937;	8.1050000000e+01
3938;	8.6620000000e+01
3939;	1.1966000000e+02
3940;	1.0362000000e+02
3941;	1.0418000000e+02
3942;	9.7890000000e+01
3943;	1.2231000000e+02
3944;	8.9480000000e+01
3945;	1.1884000000e+02
3946;	9.7120000000e+01
3947;	1.0973000000e+02
3948;	1.1239000000e+02
3949;	1.0333000000e+02
3950;	1.0035000000e+02
3951;	1.0885000000e+02
3952;	9.7310000000e+01
3953;	1.0391000000e+02
3954;	1.1572000000e+02
3955;	1.0063000000e+02
3956;	1.0195000000e+02
3957;	9.7000000000e+01
3958;	1.0281000000e+02
3959;	1.0444000000e+02
3960;	9.9180000000e+01
3961;	1.0106000000e+02
3962;	1.0308000000e+02
3963;	1.0037000000e+02
3964;	9.2230000000e+01
3965;	1.0152000000e+02
3966;	1.0992000000e+02
3967;	1.0566000000e+02
3968;	7.9310000000e+01
3969;	1.1165000000e+02
3970;	9.6380000000e+01
3971;	1.0216000000e+02
3972;	9.4630000000e+01
3973;	9.8290000000e+01
3974;	7.1480000000e+01
3975;	9.5280000000e+01
3976;	8.7370000000e+01
3977;	8.7180000000e+01
3978;	1.0492000000e+02
3979;	8.3960000000e+01
3980;	1.1594000000e+02
3981;	9.8250000000e+01
3982;	9.6910000000e+01
3983;	7.7980000000e+01
3984;	1.1020000000e+02
3985;	1.1369000000e+02
3986;	9.3120000000e+01
3987;	9.8280000000e+01
3988;	9.6020000000e+01
3989;	1.1187000000e+02
3990;	8.9850000000e+01
3991;	1.0627000000e+02
3992;	1.1009000000e+02
3993;	8.9020000000e+01
3994;	1.0585000000e+02
3995;	8.7700000000e+01
3996;	1.0361000000e+02
3997;	8.3910000000e+01
3998;	1.0843000000e+02
3999;	8.6390000000e+01
4000;	7.8510000000e+01
4001;	1.1984000000e+02
4002;	1.0158000000e+02
4003;	8.3360000000e+01
4004;	8.2360000000e+01
4005;	1.2444000000e+02
4006;	1.0606000000e+02
4007;	1.2613000000e+02
4008;	9.7910000000e+01
4009;	9.3700000000e+01
4010;	9.9490000000e+01
4011;	8.5090000000e+01
4012;	1.0210000000e+02
4013;	9.7860000000e+01
4014;	7.7050000000e+01
4015;	9.2680000000e+01
4016;	8.9660000000e+01
4017;	1.2628000000e+02
4018;	1.1705000000e+02
4019;	9.5800000000e+01
4020;	1.0934000000e+02
4021;	1.2870000000e+02
4022;	9.2330000000e+01
4023;	1.1788000000e+02
4024;	9.9090000000e+01
4025;	1.3166000000e+02
4026;	7.8330000000e+01
4027;	1.1718000000e+02
4028;	1.1934000000e+02
4029;	9.8090000000e+01
4030;	1.3496000000e+02
4031;	9.6550000000e+01
4032;	9.9540000000e+01
4033;	1.0083000000e+02
4034;	1.1226000000e+02
4035;	9.7650000000e+01
4036;	7.3650000000e+01
4037;	1.1034000000e+02
4038;	9.8010000000e+01
4039;	9.2310000000e+01
4040;	9.3930000000e+01
4041;	8.9270000000e+01
4042;	7.4390000000e+01
4043;	8.8470000000e+01
4044;	9.4210000000e+01
4045;	8.6040000000e+01
4046;	7.9740000000e+01
4047;	9.9030000000e+01
4048;	9.9130000000e+01
4049;	1.0057000000e+02
4050;	8.8780000000e+01
4051;	9.7120000000e+01
4052;	1.0538000000e+02
4053;	7.4450000000e+01
4054;	1.0485000000e+02
4055;	9.4240000000e+01
4056;	1.1516000000e+02
4057;	1.1873000000e+02
4058;	7.9590000000e+01
4059;	8.6280000000e+01
4060;	1.1551000000e+02
4061;	8.7400000000e+01
4062;	1.0816000000e+02
4063;	7.6640000000e+01
4064;	1.0587000000e+02
4065;	1.1556000000e+02
4066;	8.4830000000e+01
4067;	8.7970000000e+01
4068;	9.3020000000e+01
4069;	9.5170000000e+01
4070;	1.1437000000e+02
4071;	1.0453000000e+02
4072;	1.0957000000e+02
4073;	8.9170000000e+01
4074;	1.0303000000e+02
4075;	9.7150000000e+01
4076;	1.1055000000e+02
4077;	1.0785000000e+02
4078;	8.1360000000e+01
4079;	7.9620000000e+01
4080;	9.2600000000e+01
4081;	8.4170000000e+01
4082;	9.8740000000e+01
4083;	8.7570000000e+01
4084;	1.1104000000e+02
4085;	1.0168000000e+02
4086;	1.0041000000e+02
4087;	1.1160000000e+02
4088;	1.0772000000e+02
4089;	9.6810000000e+01
4090;	1.0820000000e+02
4091;	9.6160000000e+01
4092;	1.1875000000e+02
4093;	1.0241000000e+02
4094;	7.9940000000e+01
4095;	7.9170000000e+01
4096;	1.1732000000e+02
4097;	9.2480000000e+01
4098;	1.0692000000e+02
4099;	9.6240000000e+01
4100;	1.2683000000e+02
4101;	1.1063000000e+02
4102;	8.9010000000e+01
4103;	9.6060000000e+01
4104;	8.5820000000e+01
4105;	9.1040000000e+01
4106;	8.4090000000e+01
4107;	1.2664000000e+02
4108;	1.1072000000e+02
4109;	9.7650000000e+01
4110;	8.6080000000e+01
4111;	7.6220000000e+01
4112;	8.5200000000e+01
4113;	8.8520000000e+01
4114;	9.1000000000e+01
4115;	1.1128000000e+02
4116;	9.6510000000e+01
4117;	1.1009000000e+02
4118;	8.5340000000e+01
4119;	9.5850000000e+01
4120;	1.0726000000e+02
4121;	1.1443000000e+02
4122;	9.3790000000e+01
4123;	1.0052000000e+02
4124;	9.9160000000e+01
4125;	8.8100000000e+01
4126;	8.7990000000e+01
4127;	9.9570000000e+01
4128;	7.3100000000e+01
4129;	1.1851000000e+02
4130;	1.0402000000e+02
4131;	9.8010000000e+01
4132;	9.5960000000e+01
4133;	9.5520000000e+01
4134;	1.1330000000e+02
4135;	1.2381000000e+02
4136;	8.3910000000e+01
4137;	9.4170000000e+01
4138;	8.9400000000e+01
4139;	1.0413000000e+02
4140;	1.1020000000e+02
4141;	1.1522000000e+02
4142;	9.0420000000e+01
4143;	8.9210000000e+01
4144;	9.2960000000e+01
4145;	8.6000000000e+01
4146;	1.1305000000e+02
4147;	1.3411000000e+02
4148;	8.6910000000e+01
4149;	9.2560000000e+01
4150;	1.1038000000e+02
4151;	9.9230000000e+01
4152;	9.0100000000e+01
4153;	1.0041000000e+02
4154;	9.5530000000e+01
4155;	7.8030000000e+01
4156;	9.5470000000e+01
4157;	9.4370000000e+01
4158;	9.6100000000e+01
4159;	8.7170000000e+01
4160;	1.1711000000e+02
4161;	1.0329000000e+02
4162;	8.4950000000e+01
4163;	1.0072000000e+02
4164;	9.5660000000e+01
4165;	9.9200000000e+01
4166;	1.0803000000e+02
4167;	1.0597000000e+02
4168;	1.0499000000e+02
4169;	9.6870000000e+01
4170;	7.6830000000e+01
4171;	1.0664000000e+02
4172;	1.2721000000e+02
4173;	1.1536000000e+02
4174;	8.1290000000e+01
4175;	9.1760000000e+01
4176;	1.0326000000e+02
4177;	1.1184000000e+02
4178;	1.0652000000e+02
4179;	8.4400000000e+01
4180;	1.0925000000e+02
4181;	1.0198000000e+02
4182;	9.6090000000e+01
4183;	9.7080000000e+01
4184;	1.0959000000e+02
4185;	9.6720000000e+01
4186;	1.0496000000e+02
4187;	1.0576000000e+02
4188;	9.6700000000e+01
4189;	1.0577000000e+02
4190;	8.4600000000e+01
4191;	8.3480000000e+01
4192;	9.3960000000e+01
4193;	8.7330000000e+01
4194;	1.1316000000e+02
4195;	8.6380000000e+01
4196;	8.1470000000e+01
4197;	8.6200000000e+01
4198;	1.0348000000e+02
4199;	9.9280000000e+01
4200;	1.0598000000e+02
4201;	8.5420000000e+01
4202;	7.4510000000e+01
4203;	1.0794000000e+02
4204;	1.2278000000e+02
4205;	8.6490000000e+01
4206;	1.0999000000e+02
4207;	1.2140000000e+02
4208;	7.8150000000e+01
4209;	1.1451000000e+02
4210;	9.9380000000e+01
4211;	1.0620000000e+02
4212;	8.0710000000e+01
4213;	1.0305000000e+02
4214;	8.4130000000e+01
4215;	8.7290000000e+01
4216;	1.0973000000e+02
4217;	1.1283000000e+02
4218;	9.5690000000e+01
4219;	9.2090000000e+01
4220;	9.8940000000e+01
4221;	1.0703000000e+02
4222;	8.0760000000e+01
4223;	1.0701000000e+02
4224;	1.2009000000e+02
4225;	9.0580000000e+01
4226;	1.0320000000e+02
4227;	9.5560000000e+01
4228;	9.6670000000e+01
4229;	9.9040000000e+01
4230;	1.2701000000e+02
4231;	9.3310000000e+01
4232;	1.1278000000e+02
4233;	1.0159000000e+02
4234;	7.6630000000e+01
4235;	9.0880000000e+01
4236;	8.1420000000e+01
4237;	9.2960000000e+01
4238;	1.1042000000e+02
4239;	1.0748000000e+02
4240;	1.2747000000e+02
4241;	9.4090000000e+01
4242;	9.5200000000e+01
4243;	1.0419000000e+02
4244;	1.1443000000e+02
4245;	9.0600000000e+01
4246;	1.0207000000e+02
4247;	1.0418000000e+02
4248;	1.0021000000e+02
4249;	1.3115000000e+02
4250;	1.3039000000e+02
4251;	8.7530000000e+01
4252;	8.9740000000e+01
4253;	9.8980000000e+01
4254;	9.6780000000e+01
4255;	1.1470000000e+02
4256;	9.2180000000e+01
4257;	9.9590000000e+01
4258;	6.1060000000e+01
4259;	8.6380000000e+01
4260;	1.1099000000e+02
4261;	9.6690000000e+01
4262;	7.7270000000e+01
4263;	1.2110000000e+02
4264;	9.9510000000e+01
4265;	1.1677000000e+02
4266;	1.0298000000e+02
4267;	1.0768000000e+02
4268;	9.0070000000e+01
4269;	1.2157000000e+02
4270;	7.9600000000e+01
4271;	1.3011000000e+02
4272;	9.4650000000e+01
4273;	9.3020000000e+01
4274;	1.0611000000e+02
4275;	9.4280000000e+01
4276;	1.1510000000e+02
4277;	1.1178000000e+02
4278;	9.0510000000e+01
4279;	9.5630000000e+01
4280;	7.7920000000e+01
4281;	9.9460000000e+01
4282;	1.1059000000e+02
4283;	1.0438000000e+02
4284;	9.7380000000e+01
4285;	8.1780000000e+01
4286;	8.4860000000e+01
4287;	1.0001000000e+02
4288;	9.7250000000e+01
4289;	1.0651000000e+02
4290;	1.1825000000e+02
4291;	1.0717000000e+02
4292;	7.8060000000e+01
4293;	1.1645000000e+02
4294;	8.3640000000e+01
4295;	9.9070000000e+01
4296;	1.0105000000e+02
4297;	9.5350000000e+01
4298;	8.4780000000e+01
4299;	1.0223000000e+02
4300;	8.3560000000e+01
4301;	9.0800000000e+01
4302;	9.4090000000e+01
4303;	8.3980000000e+01
4304;	1.0769000000e+02
4305;	9.5160000000e+01
4306;	9.7990000000e+01
4307;	1.1331000000e+02
4308;	9.6730000000e+01
4309;	8.5120000000e+01
4310;	1.1445000000e+02
4311;	1.0342000000e+02
4312;	8.1410000000e+01
4313;	1.1979000000e+02
4314;	1.0467000000e+02
4315;	1.1767000000e+02
4316;	8.7450000000e+01
4317;	1.1518000000e+02
4318;	1.1117000000e+02
4319;	1.0848000000e+02
4320;	1.1281000000e+02
4321;	1.3300000000e+02
4322;	1.1203000000e+02
4323;	9.3910000000e+01
4324;	9.1650000000e+01
4325;	8.4950000000e+01
4326;	9.5880000000e+01
4327;	1.0815000000e+02
4328;	6.4560000000e+01
4329;	8.4390000000e+01
4330;	9.0530000000e+01
4331;	1.0359000000e+02
4332;	9.0620000000e+01
4333;	1.1420000000e+02
4334;	1.0630000000e+02
4335;	1.0382000000e+02
4336;	8.1380000000e+01
4337;	1.2489000000e+02
4338;	1.0608000000e+02
4339;	6.8800000000e+01
4340;	9.3300000000e+01
4341;	1.1002000000e+02
4342;	9.0590000000e+01
4343;	1.2029000000e+02
4344;	9.1840000000e+01
4345;	8.3630000000e+01
4346;	9.7880000000e+01
4347;	1.1733000000e+02
4348;	8.9890000000e+01
4349;	8.1090000000e+01
4350;	8.1920000000e+01
4351;	1.0640000000e+02
4352;	1.0634000000e+02
4353;	1.0194000000e+02
4354;	6.9510000000e+01
4355;	6.7080000000e+01
4356;	1.0221000000e+02
4357;	7.4810000000e+01
4358;	1.0729000000e+02
4359;	9.9370000000e+01
4360;	1.0664000000e+02
4361;	1.0616000000e+02
4362;	8.9550000000e+01
4363;	1.0593000000e+02
4364;	1.0861000000e+02
4365;	9.6930000000e+01
4366;	1.1948000000e+02
4367;	9.2140000000e+01
4368;	8.7010000000e+01
4369;	9.5430000000e+01
4370;	8.8160000000e+01
4371;	1.1635000000e+02
4372;	1.0631000000e+02
4373;	1.1938000000e+02
4374;	8.7240000000e+01
4375;	1.1254000000e+02
4376;	7.0750000000e+01
4377;	9.9860000000e+01
4378;	9.5000000000e+01
4379;	1.0087000000e+02
4380;	8.4190000000e+01
4381;	9.4300000000e+01
4382;	1.0509000000e+02
4383;	8.9010000000e+01
4384;	9.3440000000e+01
4385;	1.0807000000e+02
4386;	9.3620000000e+01
4387;	1.0130000000e+02
4388;	1.1611000000e+02
4389;	9.8970000000e+01
4390;	1.1873000000e+02
4391;	1.1812000000e+02
4392;	9.3810000000e+01
4393;	7.6800000000e+01
4394;	7.9730000000e+01
4395;	1.0043000000e+02
4396;	9.1160000000e+01
4397;	9.8480000000e+01
4398;	1.0762000000e+02
4399;	9.8540000000e+01
4400;	9.7760000000e+01
4401;	7.9610000000e+01
4402;	8.5490000000e+01
4403;	8.8010000000e+01
4404;	9.7190000000e+01
4405;	1.2737000000e+02
4406;	8.5440000000e+01
4407;	1.1808000000e+02
4408;	1.0078000000e+02
4409;	9.8700000000e+01
4410;	8.9500000000e+01
4411;	1.0415000000e+02
4412;	1.0928000000e+02
4413;	1.0773000000e+02
4414;	8.4330000000e+01
4415;	8.5900000000e+01
4416;	8.9910000000e+01
4417;	7.5590000000e+01
4418;	1.0512000000e+02
4419;	9.8160000000e+01
4420;	1.1332000000e+02
4421;	1.0345000000e+02
4422;	1.2114000000e+02
4423;	9.7510000000e+01
4424;	1.0747000000e+02
4425;	7.9980000000e+01
4426;	8.9650000000e+01
4427;	1.0063000000e+02
4428;	1.0042000000e+02
4429;	1.0759000000e+02
4430;	1.0854000000e+02
4431;	9.4890000000e+01
4432;	1.1249000000e+02
4433;	9.2710000000e+01
4434;	7.3200000000e+01
4435;	1.0494000000e+02
4436;	1.2056000000e+02
4437;	8.3310000000e+01
4438;	1.1362000000e+02
4439;	1.0239000000e+02
4440;	8.3820000000e+01
4441;	9.2080000000e+01
4442;	1.0536000000e+02
4443;	7.8330000000e+01
4444;	1.0166000000e+02
4445;	9.6790000000e+01
4446;	9.6610000000e+01
4447;	8.5710000000e+01
4448;	8.3350000000e+01
4449;	9.2680000000e+01
4450;	1.0111000000e+02
4451;	9.9900000000e+01
4452;	1.0279000000e+02
4453;	8.7050000000e+01
4454;	9.2080000000e+01
4455;	9.4960000000e+01
4456;	1.0146000000e+02
4457;	9.8800000000e+01
4458;	1.1846000000e+02
4459;	6.8680000000e+01
4460;	8.8200000000e+01
4461;	8.0850000000e+01
4462;	8.9450000000e+01
4463;	1.0906000000e+02
4464;	9.9590000000e+01
4465;	8.3070000000e+01
4466;	8.4330000000e+01
4467;	1.2191000000e+02
4468;	1.0173000000e+02
4469;	1.1488000000e+02
4470;	9.3110000000e+01
4471;	1.0276000000e+02
4472;	1.0813000000e+02
4473;	1.2363000000e+02
4474;	8.6170000000e+01
4475;	9.3440000000e+01
4476;	9.5350000000e+01
4477;	9.9200000000e+01
4478;	7.0460000000e+01
4479;	1.1044000000e+02
4480;	1.1082000000e+02
4481;	7.9890000000e+01
4482;	8.1090000000e+01
4483;	9.7260000000e+01
4484;	8.8320000000e+01
4485;	7.6340000000e+01
4486;	7.1600000000e+01
4487;	1.1431000000e+02
4488;	8.9040000000e+01
4489;	1.1292000000e+02
4490;	1.0586000000e+02
4491;	9.0970000000e+01
4492;	9.4040000000e+01
4493;	7.2700000000e+01
4494;	8.4190000000e+01
4495;	9.2200000000e+01
4496;	1.0062000000e+02
4497;	1.2055000000e+02
4498;	8.4300000000e+01
4499;	8.3410000000e+01
4500;	1.0009000000e+02
4501;	1.1474000000e+02
4502;	1.1203000000e+02
4503;	7.5900000000e+01
4504;	1.1735000000e+02
4505;	9.3820000000e+01
4506;	1.2203000000e+02
4507;	7.8620000000e+01
4508;	1.0400000000e+02
4509;	1.0694000000e+02
4510;	1.1288000000e+02
4511;	1.0088000000e+02
4512;	7.9730000000e+01
4513;	8.0100000000e+01
4514;	9.6230000000e+01
4515;	1.1267000000e+02
4516;	8.2540000000e+01
4517;	1.0948000000e+02
4518;	9.2200000000e+01
4519;	9.0330000000e+01
4520;	9.7940000000e+01
4521;	9.9520000000e+01
4522;	8.4110000000e+01
4523;	1.3346000000e+02
4524;	1.1024000000e+02
4525;	1.0135000000e+02
4526;	9.7810000000e+01
4527;	8.3140000000e+01
4528;	7.8970000000e+01
4529;	1.1718000000e+02
4530;	9.5270000000e+01
4531;	8.3780000000e+01
4532;	8.4720000000e+01
4533;	1.2491000000e+02
4534;	8.5320000000e+01
4535;	6.6440000000e+01
4536;	1.0455000000e+02
4537;	1.2950000000e+02
4538;	8.3820000000e+01
4539;	1.0158000000e+02
4540;	9.3630000000e+01
4541;	9.9160000000e+01
4542;	8.9930000000e+01
4543;	1.2752000000e+02
4544;	1.0047000000e+02
4545;	1.0977000000e+02
4546;	1.2081000000e+02
4547;	8.6710000000e+01
4548;	9.0370000000e+01
4549;	8.9340000000e+01
4550;	1.2366000000e+02
4551;	9.7380000000e+01
4552;	1.0328000000e+02
4553;	1.0346000000e+02
4554;	9.0890000000e+01
4555;	8.6610000000e+01
4556;	7.0820000000e+01
4557;	9.7460000000e+01
4558;	1.0718000000e+02
4559;	9.9060000000e+01
4560;	7.1030000000e+01
4561;	1.1564000000e+02
4562;	8.3800000000e+01
4563;	8.1880000000e+01
4564;	7.6120000000e+01
4565;	6.5960000000e+01
4566;	1.3190000000e+02
4567;	8.8220000000e+01
4568;	8.9630000000e+01
4569;	1.2205000000e+02
4570;	1.1131000000e+02
4571;	1.0740000000e+02
4572;	1.1401000000e+02
4573;	1.2016000000e+02
4574;	1.0343000000e+02
4575;	9.6170000000e+01
4576;	8.4000000000e+01
4577;	1.2814000000e+02
4578;	9.8390000000e+01
4579;	9.8810000000e+01
4580;	8.2110000000e+01
4581;	1.0510000000e+02
4582;	9.0130000000e+01
4583;	1.0002000000e+02
4584;	7.6550000000e+01
4585;	9.9230000000e+01
4586;	9.5370000000e+01
4587;	1.1597000000e+02
4588;	1.0035000000e+02
4589;	1.3587000000e+02
4590;	8.5280000000e+01
4591;	9.1830000000e+01
4592;	8.3720000000e+01
4593;	1.1517000000e+02
4594;	9.1750000000e+01
4595;	1.1338000000e+02
4596;	1.0938000000e+02
4597;	1.1618000000e+02
4598;	8.7460000000e+01
4599;	8.3850000000e+01
4600;	8.0630000000e+01
4601;	1.0113000000e+02
4602;	7.9090000000e+01
4603;	8.5570000000e+01
4604;	8.8900000000e+01
4605;	9.9740000000e+01
4606;	9.5290000000e+01
4607;	1.0680000000e+02
4608;	9.3500000000e+01
4609;	1.1407000000e+02
4610;	1.1020000000e+02
4611;	9.6750000000e+01
4612;	1.1252000000e+02
4613;	9.8110000000e+01
4614;	8.5290000000e+01
4615;	1.0246000000e+02
4616;	9.2880000000e+01
4617;	7.7950000000e+01
4618;	9.1470000000e+01
4619;	1.0219000000e+02
4620;	9.4420000000e+01
4621;	1.0642000000e+02
4622;	8.9500000000e+01
4623;	8.6770000000e+01
4624;	1.0506000000e+02
4625;	1.3984000000e+02
4626;	1.0181000000e+02
4627;	1.0069000000e+02
4628;	1.0173000000e+02
4629;	6.8010000000e+01
4630;	1.0810000000e+02
4631;	8.2080000000e+01
4632;	9.1060000000e+01
4633;	9.8590000000e+01
4634;	1.0381000000e+02
4635;	1.2966000000e+02
4636;	8.8290000000e+01
4637;	1.2178000000e+02
4638;	1.1442000000e+02
4639;	7.0860000000e+01
