Exp_N=1;	Exp_N=2;	Exp_N=10;	Exp_N=100
2.39954e-01;	1.02849e+00;	9.51566e-01;	8.34413e-01
1.87033e-03;	1.50159e+00;	1.27589e+00;	1.12840e+00
1.05530e+00;	5.48564e-01;	7.29044e-01;	9.74123e-01
3.06926e-01;	1.50276e+00;	1.44800e+00;	1.03501e+00
2.19117e+00;	4.67640e-01;	3.13672e-01;	1.15278e+00
4.54637e-01;	2.31110e+00;	1.10179e+00;	8.78322e-01
7.43638e-01;	1.99140e-01;	1.04585e+00;	9.83217e-01
1.58692e+00;	4.36884e-01;	1.16883e+00;	1.08672e+00
1.68725e+00;	5.11939e-01;	8.71829e-01;	9.97219e-01
8.75768e-01;	1.10192e+00;	1.20745e+00;	1.03323e+00
2.57855e-01;	1.24581e+00;	8.43134e-01;	8.59292e-01
3.41486e-01;	4.37520e-01;	1.05222e+00;	9.32369e-01
1.19356e+00;	5.53177e-01;	6.43099e-01;	1.03455e+00
3.30047e-01;	3.99208e-01;	7.86401e-01;	9.17583e-01
1.43770e+00;	2.47430e-01;	1.29235e+00;	1.04162e+00
9.68994e-01;	8.15173e-01;	1.09099e+00;	1.02592e+00
5.50366e-01;	7.34055e-01;	1.42537e+00;	9.97401e-01
5.38104e-02;	6.37377e-01;	1.33650e+00;	6.79907e-01
1.77489e+00;	1.33285e+00;	1.06976e+00;	1.08016e+00
5.69088e-01;	9.52491e-01;	9.84463e-01;	1.24266e+00
4.58968e-01;	8.06113e-01;	1.72916e+00;	1.06663e+00
2.27632e-01;	4.33354e-01;	1.26748e+00;	1.01185e+00
1.19347e+00;	5.46843e-01;	1.07494e+00;	1.08484e+00
2.33450e-01;	1.95286e+00;	7.54706e-01;	1.01878e+00
1.08452e-02;	6.31945e-01;	7.18358e-01;	8.67172e-01
7.13690e-01;	6.61371e-01;	7.84737e-01;	9.92969e-01
8.09466e-01;	7.08013e-01;	5.54559e-01;	9.97045e-01
5.92230e+00;	1.40334e+00;	1.22624e+00;	1.06557e+00
4.75930e-02;	1.56638e+00;	9.42852e-01;	1.18298e+00
7.11281e-01;	2.80497e+00;	9.32537e-01;	9.77825e-01
4.72905e+00;	1.45470e-01;	6.42605e-01;	9.99141e-01
2.23969e+00;	1.55268e+00;	9.35411e-01;	1.12835e+00
8.07548e-01;	1.07210e+00;	1.12219e+00;	9.97767e-01
5.93074e-01;	9.13506e-01;	1.37816e+00;	9.40561e-01
8.27734e-01;	2.87738e+00;	1.02585e+00;	1.10726e+00
1.30321e+00;	1.33785e+00;	9.33144e-01;	9.71192e-01
7.57628e-01;	1.97373e+00;	1.09196e+00;	9.79353e-01
3.30187e-01;	6.94907e-01;	8.34889e-01;	9.99403e-01
1.78860e+00;	2.16552e-01;	1.42601e+00;	9.52260e-01
2.65898e+00;	5.88280e-01;	1.62457e+00;	9.56755e-01
2.77254e-01;	2.24186e+00;	1.13803e+00;	1.00193e+00
2.63153e-01;	2.43120e+00;	1.45107e+00;	9.74295e-01
8.57971e-02;	5.15266e-01;	1.22960e+00;	1.16333e+00
2.53220e-01;	1.41173e-01;	1.25295e+00;	1.02873e+00
1.03270e+00;	1.98316e-01;	5.75307e-01;	1.17632e+00
6.10504e-01;	7.30400e-01;	6.33373e-01;	1.02334e+00
5.66351e-01;	3.01732e-01;	5.69941e-01;	1.07623e+00
1.08098e-01;	4.21983e-01;	1.10688e+00;	8.67449e-01
1.08937e+00;	1.63342e+00;	1.02830e+00;	1.11236e+00
2.06782e+00;	8.12212e-01;	1.05164e+00;	1.15305e+00
3.24052e-01;	1.54085e+00;	6.89024e-01;	1.01262e+00
3.18399e+00;	7.70759e-01;	8.08429e-01;	8.63783e-01
7.04181e-01;	9.67089e-01;	1.01810e+00;	9.79954e-01
5.69468e-01;	8.18576e-01;	1.22736e+00;	1.08236e+00
3.56007e-01;	1.34846e+00;	8.42731e-01;	1.06358e+00
4.61449e-01;	1.53700e-01;	1.32763e+00;	9.74583e-01
5.55749e-01;	5.94181e-01;	6.08815e-01;	1.02753e+00
1.02847e-01;	1.25377e+00;	8.76317e-01;	1.04147e+00
5.12366e-01;	8.47272e-01;	1.07731e+00;	9.96770e-01
4.13933e-01;	1.62396e+00;	8.16869e-01;	1.07337e+00
1.10614e+00;	1.61293e+00;	7.87615e-01;	8.64697e-01
3.00538e+00;	5.52177e-01;	1.21329e+00;	9.35889e-01
7.54533e-01;	1.01894e+00;	6.89896e-01;	9.82367e-01
2.96167e-02;	5.81577e-01;	8.96228e-01;	9.00363e-01
4.89307e-01;	5.84441e-02;	9.05680e-01;	1.06616e+00
9.89960e-01;	2.89956e+00;	7.34086e-01;	1.11668e+00
1.07586e+00;	1.50236e-01;	8.74707e-01;	9.93658e-01
8.58116e-01;	6.03658e-01;	9.93688e-01;	8.77344e-01
6.90436e-01;	8.89902e-01;	1.01206e+00;	9.97684e-01
4.14105e-01;	3.25917e+00;	6.87026e-01;	1.08912e+00
3.93843e-01;	1.05700e+00;	1.28319e+00;	1.12456e+00
6.29193e-01;	1.31600e+00;	1.20305e+00;	8.53375e-01
3.88698e-01;	6.13579e-01;	9.24176e-01;	1.08137e+00
1.74566e+00;	1.59957e+00;	8.54150e-01;	8.55617e-01
1.05312e+00;	6.62168e-01;	8.87319e-01;	1.00329e+00
5.24301e-01;	1.62949e-01;	6.75011e-01;	1.02805e+00
8.08786e-01;	5.39065e-01;	6.49895e-01;	1.10520e+00
2.18228e+00;	5.15778e-01;	1.35321e+00;	9.50994e-01
5.05056e-01;	8.40474e-01;	8.65839e-01;	9.32690e-01
2.69421e+00;	2.22856e-01;	1.40449e+00;	1.12505e+00
6.40462e-01;	1.15419e+00;	8.32468e-01;	9.58368e-01
3.77979e-01;	4.73812e-01;	1.12004e+00;	1.00691e+00
1.94342e-01;	1.13918e+00;	5.12238e-01;	1.04397e+00
1.31490e+00;	1.71931e+00;	1.27705e+00;	9.22449e-01
7.20571e-02;	2.67307e-01;	1.54479e+00;	8.68864e-01
2.96372e+00;	9.77522e-01;	1.60135e+00;	1.07884e+00
1.37438e+00;	9.35788e-01;	6.79395e-01;	1.13292e+00
3.70782e+00;	1.90050e-01;	1.32137e+00;	9.52042e-01
2.59014e+00;	2.09592e-01;	1.27248e+00;	1.09190e+00
1.01777e-01;	1.01250e+00;	1.33277e+00;	1.02888e+00
6.86426e-01;	5.73482e-02;	5.61069e-01;	1.02852e+00
5.58952e-02;	5.51830e-01;	9.35649e-01;	9.67276e-01
1.84160e+00;	4.85306e-01;	5.39407e-01;	1.03754e+00
1.20385e+00;	1.08994e+00;	1.23222e+00;	8.51877e-01
1.06746e+00;	7.71277e-01;	5.56105e-01;	1.12808e+00
2.07112e-01;	1.91974e-01;	1.44089e+00;	8.89245e-01
2.95820e-01;	5.08050e-01;	2.01981e+00;	7.93775e-01
1.43946e+00;	8.81718e-01;	9.93016e-01;	1.13311e+00
2.60986e+00;	6.79715e-01;	4.94937e-01;	9.42262e-01
4.22269e-01;	2.99360e+00;	1.45811e+00;	9.90207e-01
6.95095e-02;	1.87608e+00;	1.15095e+00;	1.00105e+00
4.76736e+00;	9.11564e-01;	1.02243e+00;	8.76185e-01
5.00244e-01;	6.89793e-01;	9.78320e-01;	9.33883e-01
1.21138e+00;	1.94918e+00;	1.09514e+00;	1.06476e+00
3.50433e-01;	1.21791e+00;	7.32085e-01;	1.07826e+00
2.38156e+00;	5.77424e-01;	5.05055e-01;	1.04974e+00
1.78012e+00;	1.44890e+00;	8.79639e-01;	1.03838e+00
3.89051e-01;	9.33257e-01;	7.51274e-01;	1.04370e+00
1.43675e+00;	3.41350e-01;	1.58710e+00;	9.51323e-01
8.98725e-01;	8.65628e-01;	9.75087e-01;	1.00214e+00
4.89662e-01;	4.04321e-01;	1.50947e+00;	1.17004e+00
8.13732e-01;	6.78507e-01;	6.74869e-01;	9.74137e-01
2.00269e-01;	5.64433e-01;	1.05768e+00;	9.88375e-01
9.04465e-01;	1.72771e+00;	8.56046e-01;	8.32768e-01
1.36115e+00;	1.95582e-01;	1.04736e+00;	1.11199e+00
7.63676e-01;	2.59896e+00;	1.58007e+00;	9.70206e-01
6.54233e-01;	2.86058e-01;	1.10852e+00;	8.90494e-01
4.01495e-01;	6.18343e-01;	1.05951e+00;	1.02600e+00
1.85050e-01;	8.72876e-01;	7.86576e-01;	1.10138e+00
5.65631e-01;	3.41386e-01;	8.24802e-01;	9.18787e-01
2.05422e-01;	4.18352e-01;	8.42205e-01;	1.03723e+00
1.75448e+00;	6.42212e-01;	1.40052e+00;	8.70793e-01
5.07001e-01;	1.23249e+00;	1.89183e+00;	1.08053e+00
1.02041e+00;	1.86450e-01;	9.33758e-01;	8.80845e-01
4.38516e-02;	5.15499e-01;	1.35822e+00;	7.96876e-01
9.38792e-02;	5.75871e-01;	1.59853e+00;	9.74454e-01
6.49696e-01;	7.16053e-02;	1.26799e+00;	8.96096e-01
8.58181e-01;	1.44904e+00;	1.11928e+00;	9.17110e-01
1.05580e+01;	9.32887e-01;	9.75539e-01;	8.32630e-01
4.24882e-01;	1.06361e+00;	5.58043e-01;	1.07324e+00
6.80166e+00;	1.24839e+00;	1.24340e+00;	9.72812e-01
3.05785e-01;	4.45122e-01;	1.22989e+00;	1.11060e+00
2.79193e+00;	7.37348e-01;	9.49350e-01;	9.86469e-01
6.17720e-01;	1.00655e+00;	1.65144e+00;	1.13073e+00
4.77804e-01;	8.23055e-01;	1.01990e+00;	9.00855e-01
1.43466e+00;	1.20317e+00;	1.06831e+00;	1.07684e+00
4.01915e-01;	8.29328e-01;	1.32356e+00;	1.16435e+00
1.78395e+00;	3.37612e-01;	9.09969e-01;	1.24345e+00
5.30788e+00;	2.93284e+00;	7.99142e-01;	9.98474e-01
6.56124e-01;	2.26804e+00;	1.07816e+00;	9.67412e-01
2.46199e+00;	1.11261e+00;	1.29515e+00;	9.64541e-01
2.68638e+00;	1.76430e+00;	7.09430e-01;	1.11958e+00
2.15613e-01;	1.37961e-01;	1.47034e+00;	1.06402e+00
1.89033e-02;	3.84362e-01;	1.18211e+00;	8.47580e-01
1.38694e+00;	6.04450e-01;	9.31227e-01;	9.92047e-01
8.04882e-01;	2.15283e-01;	1.10726e+00;	9.86750e-01
1.41489e-02;	6.50333e-01;	1.20333e+00;	1.03442e+00
7.95872e-01;	1.05049e+00;	9.26158e-01;	9.85311e-01
1.17606e-01;	1.15357e+00;	1.59163e+00;	1.08209e+00
2.85268e+00;	1.85096e+00;	1.08020e+00;	1.19840e+00
4.61909e-01;	1.19570e-01;	1.47975e+00;	9.89782e-01
8.49626e-01;	1.04061e+00;	7.98599e-01;	1.15606e+00
1.50122e+00;	2.12175e+00;	1.28819e+00;	8.86721e-01
2.13855e+00;	1.17665e+00;	8.04614e-01;	1.23685e+00
6.15424e-01;	2.73234e-01;	1.35168e+00;	1.22966e+00
1.81077e+00;	2.76053e-01;	7.94794e-01;	1.13069e+00
1.77786e+00;	3.03480e-01;	1.49629e+00;	1.18087e+00
2.03077e+00;	8.49121e-01;	9.75154e-01;	9.65813e-01
3.09778e-01;	7.08390e-01;	9.81793e-01;	1.00489e+00
2.65008e+00;	1.83351e+00;	5.69504e-01;	9.93428e-01
1.56828e-01;	1.28910e+00;	8.73130e-01;	9.65202e-01
1.30861e+00;	9.43060e-01;	1.07798e+00;	9.73209e-01
7.45551e-01;	4.75522e-01;	1.27211e+00;	9.67470e-01
8.85581e-02;	2.68633e+00;	7.60188e-01;	1.12689e+00
1.33390e+00;	1.63835e+00;	1.12742e+00;	9.26469e-01
5.74479e-02;	8.13500e-01;	8.50863e-01;	9.98018e-01
1.12274e-02;	2.57782e-01;	8.42661e-01;	1.11570e+00
4.52137e-01;	1.58786e+00;	6.35678e-01;	1.22591e+00
1.12595e-01;	6.29080e-01;	8.44404e-01;	9.03583e-01
2.27906e+00;	7.18938e-01;	9.34654e-01;	1.03126e+00
9.87698e-02;	2.58249e-01;	1.25514e+00;	1.10962e+00
8.45382e-02;	1.54703e+00;	6.90809e-01;	1.06464e+00
2.10373e+00;	1.50661e+00;	3.71617e-01;	8.85059e-01
4.69367e-01;	1.30514e+00;	1.26257e+00;	9.83373e-01
3.58132e-01;	7.16579e-01;	1.16427e+00;	8.81491e-01
2.15750e-01;	1.46077e+00;	9.64398e-01;	1.04493e+00
6.55324e-01;	5.97896e-01;	9.80745e-01;	9.77823e-01
1.02584e+00;	2.00244e-01;	8.23610e-01;	8.76610e-01
1.34056e-01;	7.82294e-01;	1.46636e+00;	1.15380e+00
1.01546e+00;	3.62800e-01;	1.16986e+00;	9.46690e-01
7.74284e-01;	7.12181e-01;	1.25617e+00;	9.62849e-01
6.31812e-01;	4.10254e-01;	9.24998e-01;	9.88305e-01
1.15584e-01;	2.50497e+00;	1.29901e+00;	9.48985e-01
1.98620e-01;	4.78469e-01;	6.83162e-01;	1.10526e+00
2.68832e+00;	2.78427e-01;	9.05904e-01;	8.26190e-01
3.64046e-01;	7.47140e-01;	1.07144e+00;	1.01397e+00
1.30039e+00;	1.25828e+00;	7.78018e-01;	1.05353e+00
4.37727e-01;	1.80239e-01;	6.23688e-01;	9.07474e-01
4.68600e-01;	4.80765e-01;	7.51247e-01;	8.82345e-01
1.80257e+00;	8.10350e-01;	7.40861e-01;	1.20966e+00
1.69998e+00;	6.05129e-01;	1.37818e+00;	1.12297e+00
1.36134e-01;	1.99816e-01;	1.03131e+00;	1.00522e+00
1.14698e+00;	5.11134e-01;	6.74219e-01;	1.01260e+00
1.54939e+00;	7.94148e-01;	6.47500e-01;	9.38449e-01
1.16759e-01;	6.98300e-01;	1.53354e+00;	1.01337e+00
6.09455e-02;	4.03252e-01;	1.34773e+00;	9.41114e-01
1.42353e+00;	1.84820e+00;	1.14024e+00;	9.73765e-01
2.22340e-01;	1.20280e+00;	8.77951e-01;	1.06055e+00
3.22858e-01;	5.60486e-01;	1.12373e+00;	9.29988e-01
4.35163e-01;	1.59838e-01;	9.96935e-01;	8.27809e-01
7.47757e-01;	1.93780e+00;	8.19994e-01;	8.84078e-01
1.69212e+00;	2.62891e+00;	9.14502e-01;	9.59903e-01
8.91349e-02;	1.19950e+00;	1.20567e+00;	1.16944e+00
4.72692e-02;	2.61552e+00;	1.32855e+00;	9.18432e-01
1.04598e+00;	6.81629e-01;	1.12888e+00;	1.02566e+00
2.75585e-01;	6.53673e-01;	9.65279e-01;	9.87828e-01
1.27102e+00;	1.44787e+00;	1.03410e+00;	1.30759e+00
5.24165e-02;	1.01802e+00;	1.11217e+00;	9.44309e-01
9.37600e-01;	6.17502e-01;	7.01287e-01;	9.79086e-01
7.22398e-01;	1.03252e+00;	8.44860e-01;	1.12263e+00
1.09620e+00;	8.15786e-01;	1.63719e+00;	1.04426e+00
3.13133e-01;	1.10506e+00;	7.40659e-01;	1.13874e+00
8.04123e-01;	2.17304e-01;	1.62546e+00;	9.88340e-01
1.12698e+00;	1.37888e+00;	4.51985e-01;	9.06822e-01
3.93778e-01;	2.14423e+00;	1.08176e+00;	1.03941e+00
1.53899e+00;	4.96777e-01;	1.12840e+00;	1.00207e+00
3.08208e+00;	1.58410e+00;	9.44745e-01;	1.04666e+00
9.13603e-01;	8.90149e-01;	1.05204e+00;	1.08358e+00
1.04177e+00;	7.57469e-01;	1.15486e+00;	1.11668e+00
6.74074e-01;	7.50870e-01;	1.20803e+00;	1.09933e+00
6.78420e-01;	6.27657e-01;	1.05444e+00;	9.60163e-01
2.61472e+00;	6.21467e-01;	7.20644e-01;	9.80149e-01
7.03002e-01;	8.29229e-01;	1.85076e+00;	8.61370e-01
4.21026e-01;	3.38385e+00;	1.41619e+00;	1.04479e+00
2.56125e-01;	3.22175e-01;	1.02479e+00;	9.69720e-01
1.09827e+00;	1.53795e+00;	1.45454e+00;	8.92827e-01
1.71785e+00;	6.12625e-01;	1.20029e+00;	9.22637e-01
6.43205e-02;	4.59450e-01;	1.14205e+00;	9.27226e-01
4.79019e+00;	7.32157e-01;	6.75746e-01;	9.61930e-01
1.82651e-01;	4.52456e-01;	5.38785e-01;	9.06459e-01
1.37309e+00;	1.83324e+00;	9.19352e-01;	8.86725e-01
9.26514e-03;	2.50077e+00;	9.26844e-01;	9.37815e-01
8.44345e-01;	1.68007e+00;	1.42486e+00;	9.97579e-01
7.23498e-01;	8.93896e-02;	1.08883e+00;	9.88711e-01
1.12752e+00;	1.74459e+00;	1.13748e+00;	1.01625e+00
6.39244e-01;	1.40018e+00;	6.42546e-01;	9.35588e-01
3.19628e-01;	2.60703e-01;	8.83727e-01;	1.05208e+00
5.06334e-01;	2.31846e-01;	5.83627e-01;	1.00866e+00
1.51952e-02;	5.26404e-01;	5.92722e-01;	9.92235e-01
2.70890e+00;	9.49608e-01;	1.14623e+00;	1.11367e+00
1.50308e+00;	4.02207e-01;	1.20690e+00;	1.08969e+00
2.14963e-01;	5.00746e-01;	1.15798e+00;	9.82438e-01
9.76568e-02;	3.05608e-01;	6.11899e-01;	9.64229e-01
9.53903e-02;	1.95068e+00;	1.17612e+00;	8.89864e-01
2.48598e+00;	1.41404e+00;	8.46372e-01;	1.00234e+00
4.83466e-01;	1.60527e+00;	4.69811e-01;	1.01320e+00
3.67887e-01;	6.73092e-01;	1.00784e+00;	9.42894e-01
1.32983e+00;	9.05960e-01;	5.10999e-01;	1.18170e+00
2.99136e-01;	1.69630e+00;	5.15481e-01;	9.75744e-01
8.52596e-01;	1.05655e+00;	1.07181e+00;	1.16477e+00
9.03425e-01;	7.72745e-01;	1.21736e+00;	1.27326e+00
1.04008e+00;	1.07812e+00;	1.04913e+00;	1.11989e+00
2.32407e-01;	2.77948e+00;	5.19389e-01;	1.13760e+00
1.49357e+00;	2.18375e+00;	8.12670e-01;	1.18344e+00
3.34093e-02;	2.15421e-01;	1.09092e+00;	1.04866e+00
1.25671e+00;	2.77329e-01;	7.77186e-01;	1.08687e+00
8.10441e-01;	4.51874e-01;	7.98863e-01;	1.04470e+00
9.78145e-01;	1.94426e+00;	1.08204e+00;	9.47336e-01
3.11354e-01;	1.00998e+00;	8.21982e-01;	7.98861e-01
2.03350e+00;	1.21121e+00;	9.15412e-01;	1.11699e+00
4.71164e-01;	1.46564e+00;	4.08834e-01;	1.05056e+00
7.68543e-01;	6.30292e-01;	8.89588e-01;	1.07991e+00
4.27926e-01;	1.24059e+00;	1.02898e+00;	1.12607e+00
1.39352e-01;	7.38196e-01;	1.19811e+00;	1.01788e+00
3.17649e-01;	9.66343e-01;	6.70482e-01;	1.23709e+00
3.27990e-01;	1.25897e+00;	1.14431e+00;	1.04224e+00
4.95182e-01;	1.05618e+00;	1.66801e+00;	9.31084e-01
6.34253e-01;	9.45819e-01;	7.59910e-01;	1.05376e+00
1.50356e+00;	4.52364e-01;	1.75834e+00;	1.07659e+00
2.47511e+00;	9.90024e-01;	1.15910e+00;	8.72190e-01
7.58283e-01;	4.21381e+00;	1.17965e+00;	7.83639e-01
2.01398e+00;	2.12276e+00;	9.81112e-01;	7.89427e-01
5.10364e-01;	6.26706e-01;	1.36125e+00;	1.12881e+00
1.73823e+00;	6.24459e-01;	1.06841e+00;	1.12197e+00
2.53929e-01;	1.89430e+00;	8.18869e-01;	1.17773e+00
1.71400e-01;	8.80368e-01;	8.25121e-01;	9.54710e-01
2.27319e+00;	3.55213e-01;	1.48934e+00;	9.71730e-01
1.02090e+00;	7.96652e-01;	6.80424e-01;	9.76327e-01
1.66391e+00;	6.26090e-01;	1.14550e+00;	8.31307e-01
7.72632e-01;	1.56531e+00;	8.68883e-01;	9.00460e-01
4.51740e-02;	5.78940e-01;	1.07455e+00;	9.75539e-01
3.01413e-02;	7.47665e-01;	7.01578e-01;	1.02618e+00
2.59938e-01;	3.96494e-01;	1.28435e+00;	1.07278e+00
1.37883e+00;	1.51021e+00;	8.56472e-01;	1.10734e+00
1.59340e+00;	6.38437e-01;	1.10956e+00;	1.00859e+00
1.27313e+00;	1.39948e+00;	6.70739e-01;	1.14837e+00
2.12002e+00;	9.92671e-02;	1.21995e+00;	1.03512e+00
7.67858e-01;	1.77550e+00;	1.86892e+00;	1.02333e+00
7.76927e-01;	8.55188e-01;	7.10510e-01;	9.91726e-01
3.01483e+00;	2.36678e+00;	1.14197e+00;	1.04139e+00
2.94845e-01;	4.67165e-01;	9.07451e-01;	1.06328e+00
8.58703e-01;	2.14900e+00;	9.25498e-01;	1.22729e+00
4.09973e-01;	5.17217e+00;	8.27053e-01;	9.29560e-01
4.27488e-01;	1.81197e+00;	8.02319e-01;	1.16740e+00
8.45165e-01;	6.17929e-01;	1.27879e+00;	9.64200e-01
2.16285e+00;	3.86094e-01;	5.73240e-01;	1.09846e+00
1.81738e+00;	7.63140e-01;	1.31333e+00;	9.06607e-01
2.57748e-01;	3.70321e-01;	1.16051e+00;	8.82716e-01
3.09646e+00;	8.79299e-01;	1.09234e+00;	1.02347e+00
5.17179e-01;	3.53154e-01;	1.22933e+00;	1.00603e+00
1.04539e-01;	1.27358e+00;	1.15642e+00;	9.65959e-01
1.18181e+00;	1.21898e+00;	8.10632e-01;	1.11036e+00
1.65363e+00;	7.49737e-01;	9.38773e-01;	1.06830e+00
2.18736e+00;	3.88048e-01;	1.14966e+00;	8.59052e-01
2.25448e+00;	4.71154e-01;	1.35785e+00;	8.72312e-01
1.73167e-02;	2.20537e-01;	6.53239e-01;	7.95371e-01
1.59074e+00;	1.66324e-01;	1.00703e+00;	9.62750e-01
1.60004e+00;	5.76713e-01;	7.86626e-01;	9.52683e-01
7.76602e-01;	5.35530e-01;	9.26609e-01;	1.07278e+00
1.23691e-01;	3.78547e-01;	9.95578e-01;	1.04315e+00
1.22228e-01;	3.68822e-01;	8.06117e-01;	9.13859e-01
6.51981e-01;	8.80121e-01;	1.31172e+00;	8.58628e-01
9.15077e-01;	5.72175e-01;	1.11147e+00;	9.40208e-01
3.23093e-01;	1.14160e+00;	1.07124e+00;	8.60420e-01
1.08193e+00;	1.33895e+00;	9.12123e-01;	9.81022e-01
8.16118e-01;	1.81442e-01;	2.11353e+00;	8.03718e-01
4.47334e-01;	8.62236e-01;	1.91928e+00;	1.02613e+00
3.31406e-01;	2.26278e-01;	8.04998e-01;	1.05572e+00
5.81938e-01;	2.56431e-01;	8.43333e-01;	1.01126e+00
3.56621e+00;	4.79625e-01;	8.79620e-01;	1.09767e+00
5.93759e-01;	5.80363e-01;	1.11814e+00;	8.18980e-01
3.96941e+00;	5.15665e-01;	1.30320e+00;	9.77791e-01
1.46461e-03;	9.06517e-01;	9.82041e-01;	1.04546e+00
1.90428e-01;	5.02553e-01;	8.73055e-01;	9.23177e-01
8.37615e-01;	4.51938e-01;	1.13856e+00;	1.01408e+00
3.73042e+00;	1.48076e+00;	4.96926e-01;	1.13076e+00
1.37099e-01;	1.69876e+00;	9.01374e-01;	1.03691e+00
5.88257e-01;	1.02137e+00;	9.86106e-01;	9.86540e-01
2.19435e+00;	3.91529e-01;	8.40712e-01;	1.14834e+00
1.27060e-01;	1.43925e+00;	1.40055e+00;	9.38819e-01
4.36625e-03;	9.74865e-01;	1.28823e+00;	1.06933e+00
7.65902e-01;	9.81622e-01;	1.49130e+00;	1.00638e+00
3.40951e-02;	2.80576e-01;	1.28090e+00;	9.67257e-01
3.20422e-02;	1.86625e+00;	1.53399e+00;	1.09304e+00
2.18392e-01;	4.50420e-01;	1.20041e+00;	9.15234e-01
5.09934e-01;	8.02419e-01;	1.21944e+00;	1.01715e+00
1.69395e+00;	1.22717e+00;	8.63006e-01;	1.10543e+00
1.49134e+00;	2.02694e-01;	5.55221e-01;	1.09295e+00
1.00325e-01;	6.75946e-01;	1.79298e+00;	1.15593e+00
1.49746e-01;	1.51189e+00;	1.28615e+00;	1.01080e+00
1.24801e+00;	9.62743e-01;	8.05573e-01;	1.04624e+00
1.23210e+00;	9.69174e-01;	6.65215e-01;	9.47188e-01
3.58786e-02;	1.89530e+00;	6.55848e-01;	8.87492e-01
7.15909e-01;	2.10867e+00;	1.37298e+00;	1.23278e+00
2.75799e-01;	1.24553e-01;	7.96091e-01;	9.99405e-01
6.65145e-01;	1.47083e+00;	7.04863e-01;	9.40983e-01
5.93936e-01;	8.91277e-01;	1.91456e+00;	1.20360e+00
2.20773e+00;	8.81294e-01;	1.02475e+00;	1.04526e+00
2.23363e+00;	5.62220e-01;	8.83507e-01;	1.01823e+00
1.06706e-01;	6.88089e-01;	6.53679e-01;	1.01739e+00
1.99482e+00;	8.63445e-01;	6.84268e-01;	9.93722e-01
3.59588e-01;	4.59500e-01;	9.81379e-01;	1.05041e+00
1.00325e+00;	1.42962e+00;	9.43957e-01;	1.01744e+00
2.05713e-01;	1.10035e+00;	1.18175e+00;	1.08666e+00
2.61963e+00;	4.72779e-01;	1.13836e+00;	1.11901e+00
3.04504e-01;	6.51809e-01;	8.26728e-01;	9.46166e-01
7.66908e-02;	7.41822e-01;	1.17314e+00;	8.70102e-01
1.24354e+00;	1.77563e+00;	1.17437e+00;	9.05423e-01
6.54217e-02;	1.03812e+00;	8.28908e-01;	1.00286e+00
4.83163e-01;	2.16598e-02;	1.65623e+00;	9.60942e-01
1.86022e+00;	9.14190e-01;	7.69660e-01;	9.43531e-01
7.12720e-01;	1.28650e+00;	1.28080e+00;	1.05032e+00
1.17114e-01;	1.96792e+00;	6.55543e-01;	1.00236e+00
5.83069e-02;	3.63932e-01;	6.42062e-01;	1.05771e+00
2.02705e-01;	4.54537e-01;	5.61298e-01;	9.54970e-01
1.97301e-01;	4.36746e-01;	1.63774e+00;	8.74453e-01
1.08726e+00;	1.13616e+00;	5.95417e-01;	9.77223e-01
7.89159e-01;	7.79824e-01;	8.91996e-01;	1.08022e+00
1.93090e+00;	1.26515e+00;	1.03881e+00;	9.87791e-01
4.94391e-03;	3.02207e+00;	1.14750e+00;	1.08840e+00
1.07545e+00;	9.81952e-01;	1.48592e+00;	9.57790e-01
3.17600e-01;	1.22766e+00;	1.45242e+00;	9.28931e-01
2.30269e+00;	8.32360e-01;	7.71912e-01;	1.09918e+00
4.26819e-01;	6.84506e-01;	1.01094e+00;	1.18744e+00
2.03855e+00;	9.61647e-01;	9.25189e-01;	9.07677e-01
5.45278e-01;	1.54004e+00;	8.56446e-01;	9.90463e-01
2.15744e+00;	9.26932e-01;	1.40875e+00;	1.14333e+00
2.17316e+00;	8.91212e-01;	1.20846e+00;	1.10109e+00
5.15302e-01;	6.94648e-01;	6.73953e-01;	1.02176e+00
1.28232e+00;	5.58728e-01;	1.27567e+00;	8.44794e-01
1.97325e+00;	6.46311e-01;	5.97643e-01;	8.83454e-01
4.03594e-01;	8.45186e-01;	1.43753e+00;	9.24001e-01
8.67381e-01;	6.81714e-01;	1.45826e+00;	9.21983e-01
1.14827e+00;	4.46682e-01;	1.17651e+00;	1.20875e+00
9.50172e-01;	1.21744e-01;	2.47331e+00;	9.60243e-01
4.39331e-01;	7.24198e-01;	1.38391e+00;	8.83795e-01
1.85162e-02;	1.41862e-01;	1.29844e+00;	9.23842e-01
2.60575e+00;	3.31786e-01;	9.18447e-01;	8.69611e-01
6.41760e-01;	3.66572e-01;	1.20445e+00;	9.74003e-01
5.68135e-02;	2.21021e+00;	8.25570e-01;	1.03614e+00
3.50756e-01;	7.88260e-01;	7.29821e-01;	8.65511e-01
1.91908e+00;	1.48670e+00;	1.08349e+00;	9.18730e-01
5.68626e-01;	1.47505e+00;	1.09562e+00;	9.76098e-01
2.58601e-01;	1.70777e+00;	1.43281e+00;	8.32240e-01
1.36390e-01;	4.03737e-01;	1.42107e+00;	1.14899e+00
7.56408e-01;	2.14506e+00;	1.21930e+00;	9.96374e-01
2.51323e+00;	5.18110e-01;	6.54200e-01;	9.82118e-01
1.79004e+00;	5.80366e-01;	9.84868e-01;	1.00299e+00
1.61261e+00;	4.26793e-01;	1.35240e+00;	8.58919e-01
