Uniform_N=1;	Uniform_N=2;	Uniform_N=10;	Uniform_N=100
8.47838e-01;	5.75617e-01;	3.81405e-01;	4.45703e-01
1.65424e-01;	3.35041e-01;	6.00085e-01;	4.87625e-01
8.96044e-01;	4.01595e-01;	6.46557e-01;	4.94553e-01
3.21103e-01;	4.44290e-01;	3.97198e-01;	4.71396e-01
4.05550e-01;	8.14504e-01;	6.63841e-01;	4.95155e-01
4.02378e-01;	2.62770e-01;	4.79208e-01;	4.99394e-01
9.04600e-01;	3.64771e-01;	5.58395e-01;	5.33136e-01
5.65861e-01;	5.05483e-01;	5.22276e-01;	5.29480e-01
8.35826e-01;	1.66097e-01;	4.74043e-01;	4.91288e-01
2.18888e-02;	4.63487e-01;	5.25315e-01;	4.91461e-01
7.12185e-01;	1.91171e-01;	3.69623e-01;	5.05532e-01
8.91047e-01;	4.60963e-01;	5.38437e-01;	5.05299e-01
7.21243e-01;	6.39859e-01;	5.89644e-01;	5.02446e-01
6.17833e-01;	2.19244e-01;	5.30137e-01;	4.71218e-01
8.33567e-01;	5.77039e-01;	5.87034e-01;	4.61997e-01
5.34023e-01;	2.34877e-01;	4.44131e-01;	4.63174e-01
5.19678e-01;	5.62172e-01;	5.25042e-01;	4.72491e-01
5.27766e-01;	5.38767e-01;	4.73218e-01;	4.99224e-01
1.43604e-01;	8.52520e-01;	4.77317e-01;	5.18593e-01
4.79901e-01;	6.94109e-01;	5.05274e-01;	5.38344e-01
3.16641e-01;	9.09492e-01;	5.75469e-01;	5.00714e-01
2.96178e-02;	3.96826e-01;	4.65761e-01;	5.54436e-01
1.34232e-01;	4.58999e-01;	4.79551e-01;	5.00788e-01
6.57540e-01;	8.28338e-01;	5.08148e-01;	5.49937e-01
8.05663e-01;	6.98074e-01;	4.17887e-01;	5.06776e-01
9.06031e-01;	1.54023e-01;	5.46017e-01;	5.05092e-01
9.51554e-01;	2.27546e-01;	7.07528e-01;	4.91020e-01
8.52350e-01;	3.11069e-01;	4.96819e-01;	5.40760e-01
5.53302e-01;	5.24703e-01;	5.65377e-01;	4.88453e-01
9.67026e-01;	5.00992e-01;	4.03891e-01;	4.80144e-01
6.11356e-01;	8.45136e-01;	7.35471e-01;	4.64775e-01
9.92055e-01;	5.37294e-01;	5.79335e-01;	4.78676e-01
9.97592e-01;	3.22301e-01;	5.80830e-01;	5.08277e-01
7.95009e-01;	4.58993e-01;	4.33352e-01;	4.83907e-01
7.50741e-01;	7.79681e-01;	4.24416e-01;	5.23188e-01
5.33937e-01;	6.90618e-01;	5.28698e-01;	4.85364e-01
4.21311e-01;	7.14046e-01;	4.46013e-01;	5.08476e-01
7.41942e-01;	3.42636e-01;	6.63540e-01;	5.27311e-01
3.02160e-01;	2.02806e-01;	5.65180e-01;	5.21409e-01
7.52070e-01;	3.69542e-01;	5.08806e-01;	5.27841e-01
2.26846e-01;	3.83060e-01;	4.73162e-01;	4.96893e-01
1.03751e-01;	3.33624e-01;	4.05692e-01;	4.57023e-01
8.88324e-01;	6.82757e-01;	4.75902e-01;	4.49929e-01
7.18560e-01;	3.89198e-01;	4.80573e-01;	5.71616e-01
7.89965e-02;	6.72529e-01;	5.45047e-01;	5.02662e-01
6.15235e-01;	1.73037e-01;	4.37845e-01;	4.65451e-01
6.56242e-02;	3.88439e-01;	4.73218e-01;	4.87137e-01
5.27584e-01;	2.23261e-01;	6.10620e-01;	5.29781e-01
2.05885e-01;	4.31572e-01;	4.70560e-01;	5.69333e-01
7.99365e-01;	2.62360e-01;	3.60209e-01;	4.99514e-01
4.15940e-02;	7.06290e-01;	4.99622e-01;	4.69478e-01
6.55658e-02;	3.76101e-01;	4.97642e-01;	5.00175e-01
6.55050e-01;	3.51199e-01;	4.28287e-01;	4.62617e-01
2.73876e-01;	5.41351e-01;	6.80835e-01;	5.45702e-01
6.29430e-01;	1.69072e-01;	5.86208e-01;	5.22076e-01
5.31358e-01;	5.54692e-01;	2.96074e-01;	5.55924e-01
3.59360e-01;	3.05338e-01;	7.09849e-01;	5.05086e-01
5.27482e-01;	3.17443e-01;	4.86215e-01;	4.77660e-01
1.69000e-01;	7.61792e-01;	4.98026e-01;	5.16573e-01
5.09811e-01;	6.83223e-01;	5.61467e-01;	4.98710e-01
2.11921e-01;	3.25196e-01;	6.24931e-01;	4.43685e-01
7.46318e-01;	2.52871e-01;	3.29455e-01;	4.76993e-01
3.47414e-01;	5.24241e-01;	4.74623e-01;	4.50494e-01
1.59342e-01;	4.73144e-01;	5.38225e-01;	5.06892e-01
1.85811e-01;	2.79232e-01;	5.35525e-01;	5.27928e-01
4.72896e-01;	5.30635e-01;	3.07135e-01;	4.77371e-01
4.19964e-01;	6.19268e-01;	4.54069e-01;	4.87720e-01
8.54516e-01;	3.92377e-01;	4.91580e-01;	5.52718e-01
3.69221e-02;	2.81680e-01;	2.79975e-01;	5.44849e-01
8.45809e-01;	4.39881e-01;	4.34607e-01;	4.78179e-01
6.09860e-01;	5.75269e-01;	5.55866e-01;	4.73916e-01
1.99532e-01;	4.96855e-01;	4.48021e-01;	4.87173e-01
9.39232e-01;	6.73057e-01;	5.47423e-01;	4.86245e-01
1.85797e-01;	9.28872e-01;	5.70805e-01;	4.70916e-01
5.17063e-01;	3.22581e-01;	7.84758e-01;	4.93033e-01
8.75740e-01;	7.85472e-01;	5.10429e-01;	5.33032e-01
1.32572e-01;	6.57269e-01;	6.77280e-01;	4.97286e-01
2.05898e-01;	8.15567e-01;	4.52287e-01;	4.96241e-01
4.75892e-01;	1.96039e-01;	5.79414e-01;	4.97604e-01
3.89756e-01;	6.68072e-01;	4.77005e-01;	4.44382e-01
3.93628e-01;	8.00043e-02;	5.80978e-01;	4.53106e-01
2.29834e-01;	1.30470e-01;	3.99745e-01;	4.91033e-01
9.69927e-01;	7.26916e-01;	5.30551e-01;	4.80461e-01
9.38777e-01;	5.10218e-01;	4.00273e-01;	4.84718e-01
9.20278e-01;	3.17961e-01;	3.96380e-01;	5.49437e-01
7.59534e-01;	3.64982e-01;	5.48292e-01;	4.94875e-01
6.61712e-01;	4.41337e-01;	4.83072e-01;	4.90043e-01
7.02618e-01;	8.15564e-01;	4.20143e-01;	4.58674e-01
5.65024e-01;	4.31222e-01;	3.58500e-01;	5.19669e-01
4.51655e-01;	6.44565e-01;	5.77901e-01;	5.58247e-01
2.63332e-01;	3.51070e-01;	5.54433e-01;	4.94632e-01
7.10763e-01;	2.66369e-01;	5.01779e-01;	4.99978e-01
7.51522e-01;	4.12739e-01;	4.60623e-01;	4.56640e-01
1.12711e-01;	5.35713e-01;	5.97247e-01;	4.87014e-01
5.20351e-01;	3.85936e-01;	4.72657e-01;	4.98994e-01
7.26081e-01;	4.67602e-01;	5.75938e-01;	4.78287e-01
8.14191e-01;	5.37485e-01;	5.31960e-01;	4.63181e-01
4.27387e-01;	3.87599e-01;	5.40180e-01;	5.48892e-01
8.82744e-01;	8.81871e-01;	4.75242e-01;	5.23924e-01
4.50274e-01;	2.94849e-01;	6.50142e-01;	4.90687e-01
8.38322e-01;	1.45386e-01;	7.03755e-01;	4.98537e-01
6.75803e-01;	4.24447e-01;	7.09118e-01;	4.99038e-01
8.80759e-02;	2.99563e-01;	4.15699e-01;	4.96557e-01
8.10883e-01;	7.58322e-01;	5.29581e-01;	5.12690e-01
7.39709e-01;	5.49731e-01;	3.94811e-01;	4.93448e-01
2.09910e-01;	4.26720e-01;	4.45960e-01;	5.08111e-01
6.98714e-01;	1.87521e-01;	5.85617e-01;	4.95823e-01
5.63662e-01;	8.54451e-01;	6.15640e-01;	5.04129e-01
6.69790e-01;	1.97281e-01;	7.26615e-01;	5.17590e-01
6.40249e-01;	5.14258e-01;	4.93651e-01;	5.03649e-01
6.49531e-01;	7.89974e-01;	3.53060e-01;	5.09625e-01
2.71227e-01;	6.35196e-01;	5.58464e-01;	4.95287e-01
6.94793e-01;	4.56035e-01;	3.72373e-01;	4.89353e-01
8.81606e-01;	5.81103e-01;	3.57602e-01;	5.53767e-01
8.27254e-01;	5.91216e-01;	4.05712e-01;	5.31980e-01
6.39384e-01;	3.98156e-01;	5.11645e-01;	5.18491e-01
8.74208e-01;	3.97260e-01;	4.35123e-01;	4.67229e-01
9.25447e-01;	2.01015e-01;	6.75580e-01;	5.02608e-01
5.88163e-01;	6.28346e-01;	3.20619e-01;	5.40974e-01
8.52917e-01;	7.65203e-01;	5.18007e-01;	5.23064e-01
6.22645e-01;	2.83332e-01;	6.07364e-01;	4.99634e-01
6.10667e-01;	2.58236e-01;	5.09810e-01;	4.93968e-01
6.16535e-01;	4.25910e-01;	6.99605e-01;	4.50843e-01
5.54329e-03;	3.13425e-01;	4.54187e-01;	5.12631e-01
8.16097e-01;	4.72885e-01;	4.45279e-01;	5.28299e-01
7.02519e-02;	6.55899e-01;	5.00750e-01;	4.99752e-01
5.40424e-01;	4.28283e-01;	5.36474e-01;	5.10182e-01
9.23352e-01;	2.52122e-01;	5.49315e-01;	4.81077e-01
2.03933e-01;	5.98029e-01;	5.39195e-01;	4.89780e-01
9.14860e-01;	7.73371e-01;	5.45565e-01;	5.12596e-01
8.80926e-01;	5.35631e-01;	6.32116e-01;	5.07085e-01
2.35434e-03;	3.68233e-01;	5.03285e-01;	4.77595e-01
9.85367e-01;	8.30756e-01;	5.10426e-01;	4.97622e-01
7.05630e-01;	5.04637e-01;	3.25672e-01;	4.88922e-01
6.16835e-02;	6.81698e-01;	4.47387e-01;	4.62456e-01
3.90506e-01;	6.17210e-01;	4.58793e-01;	4.85100e-01
4.63054e-02;	2.00384e-01;	6.32660e-01;	4.79585e-01
6.55033e-01;	3.96379e-01;	4.09179e-01;	5.33951e-01
9.11620e-01;	4.08290e-01;	5.69522e-01;	5.03523e-01
6.20234e-01;	4.06857e-01;	4.87323e-01;	4.85344e-01
4.40678e-01;	3.01771e-01;	4.70544e-01;	4.52659e-01
7.19610e-01;	3.62623e-01;	6.60341e-01;	5.30652e-01
1.38775e-01;	3.61921e-01;	5.41476e-01;	4.87345e-01
2.23287e-01;	4.60407e-01;	4.53434e-01;	4.86278e-01
8.19694e-01;	5.83344e-01;	5.43686e-01;	4.43528e-01
9.11502e-01;	4.91379e-01;	5.26859e-01;	4.49366e-01
1.38778e-01;	5.19442e-01;	4.28437e-01;	4.62554e-01
9.25690e-01;	3.66883e-01;	3.07872e-01;	4.83123e-01
2.11740e-01;	6.50543e-01;	3.42909e-01;	5.41408e-01
5.12790e-01;	4.48709e-01;	3.36531e-01;	5.25695e-01
9.48505e-01;	3.86385e-01;	6.22441e-01;	4.98237e-01
6.23367e-01;	3.08983e-01;	4.74089e-01;	4.97033e-01
8.52479e-01;	7.77292e-01;	4.16864e-01;	4.88841e-01
3.39819e-01;	3.60584e-01;	4.70030e-01;	4.65330e-01
6.03340e-01;	7.36003e-01;	4.52921e-01;	4.80620e-01
7.81179e-01;	8.41142e-01;	4.43433e-01;	5.09845e-01
6.45361e-01;	3.86435e-01;	6.67935e-01;	4.66830e-01
8.42249e-01;	8.09044e-01;	5.01083e-01;	5.12676e-01
2.63447e-01;	1.88276e-01;	6.03903e-01;	5.37446e-01
3.88845e-01;	3.75471e-01;	5.52621e-01;	4.98001e-01
7.52424e-01;	6.27954e-01;	3.91472e-01;	4.73729e-01
8.58261e-01;	2.74912e-01;	4.86488e-01;	5.24400e-01
6.17341e-01;	7.73459e-01;	5.50646e-01;	4.30547e-01
7.61575e-01;	1.85704e-01;	6.16671e-01;	5.33859e-01
1.97612e-01;	5.26981e-01;	3.93590e-01;	4.90242e-01
6.63854e-01;	1.15912e-01;	6.86087e-01;	4.61377e-01
8.45778e-01;	4.78568e-01;	4.20693e-01;	5.10587e-01
8.12803e-01;	7.86506e-01;	5.27444e-01;	5.11211e-01
1.02607e-01;	3.55483e-01;	6.49777e-01;	5.30923e-01
5.87776e-01;	6.70000e-01;	5.99323e-01;	4.96903e-01
1.49786e-01;	2.19612e-01;	5.44733e-01;	5.53055e-01
8.78896e-01;	5.77363e-01;	4.60827e-01;	4.79442e-01
1.29579e-01;	4.52720e-01;	5.26292e-01;	5.28298e-01
1.07541e-01;	5.65148e-01;	4.85155e-01;	5.22383e-01
4.68526e-02;	4.86908e-01;	4.67228e-01;	4.67856e-01
5.75087e-01;	3.09061e-01;	5.85531e-01;	5.05185e-01
2.06411e-01;	4.18517e-01;	3.73386e-01;	5.19354e-01
8.45947e-01;	6.07349e-01;	5.13373e-01;	5.03122e-01
5.70838e-01;	5.32475e-01;	3.98667e-01;	4.80144e-01
7.48383e-01;	4.51386e-01;	5.17047e-01;	4.52292e-01
9.56730e-01;	3.55777e-01;	5.95704e-01;	5.53307e-01
2.57251e-01;	5.79269e-01;	4.67377e-01;	5.48036e-01
6.44714e-01;	5.51813e-01;	4.61395e-01;	4.88727e-01
5.13340e-01;	6.90430e-01;	4.57587e-01;	4.53129e-01
2.16960e-01;	2.57817e-01;	4.80505e-01;	5.59418e-01
6.89911e-01;	8.46428e-01;	5.33825e-01;	4.62421e-01
4.20266e-01;	1.89429e-01;	3.47456e-01;	5.29418e-01
1.63059e-01;	4.02681e-01;	4.15503e-01;	4.72307e-01
3.32016e-01;	5.22775e-01;	4.75412e-01;	5.06807e-01
7.56833e-01;	3.32074e-01;	4.87862e-01;	4.58865e-01
7.03623e-01;	3.87710e-01;	4.95624e-01;	4.80501e-01
8.99595e-01;	4.43112e-01;	5.76647e-01;	5.25842e-01
7.85225e-01;	4.19820e-01;	3.98931e-01;	4.74960e-01
9.02592e-03;	7.44653e-01;	3.91428e-01;	5.17432e-01
8.36808e-01;	3.09293e-01;	3.19009e-01;	5.29886e-01
6.90340e-01;	9.10837e-01;	5.39250e-01;	4.64869e-01
3.10399e-01;	8.05971e-01;	3.70990e-01;	4.91468e-01
4.25323e-01;	5.44058e-01;	4.06112e-01;	5.53867e-01
9.29205e-01;	6.88363e-01;	4.75137e-01;	4.50031e-01
9.01410e-01;	7.45633e-01;	6.18995e-01;	5.26419e-01
5.97328e-01;	8.61288e-01;	4.86692e-01;	5.07734e-01
4.86447e-01;	1.98260e-01;	4.83605e-01;	4.58194e-01
1.93328e-01;	8.85130e-02;	6.55457e-01;	5.26128e-01
8.63265e-01;	1.51861e-01;	5.40854e-01;	4.89857e-01
6.47571e-01;	1.24782e-01;	5.31455e-01;	5.26559e-01
3.96179e-02;	5.56561e-01;	5.00837e-01;	4.92254e-01
6.19724e-01;	4.33251e-01;	3.56623e-01;	5.01862e-01
2.71833e-01;	5.95164e-01;	4.79847e-01;	4.64337e-01
8.45435e-01;	9.11958e-01;	6.44246e-01;	4.87795e-01
8.79609e-01;	9.58169e-01;	4.80628e-01;	5.12817e-01
3.28309e-01;	2.87161e-01;	4.44955e-01;	3.99144e-01
8.10415e-01;	6.86777e-01;	3.77951e-01;	4.90538e-01
9.28232e-01;	2.03127e-01;	4.59708e-01;	5.17357e-01
2.29671e-01;	3.76197e-01;	2.72152e-01;	4.78475e-01
8.78469e-01;	3.45530e-01;	2.88875e-01;	4.84929e-01
9.90146e-01;	4.37643e-01;	4.94871e-01;	5.01937e-01
7.87925e-01;	4.22905e-01;	5.69188e-01;	4.75893e-01
1.30008e-02;	4.01049e-01;	5.10826e-01;	4.77984e-01
5.47467e-01;	7.70016e-01;	5.50259e-01;	5.18620e-01
7.52548e-01;	4.69579e-01;	4.54941e-01;	5.02504e-01
8.99325e-01;	4.86332e-01;	6.92024e-01;	4.69045e-01
3.09523e-02;	6.89676e-01;	4.49440e-01;	4.91560e-01
2.54182e-01;	4.07187e-01;	5.20221e-01;	4.63859e-01
5.65639e-01;	7.15953e-01;	6.02199e-01;	4.66812e-01
1.03370e-01;	5.54131e-01;	3.86453e-01;	4.51625e-01
6.32450e-01;	7.06870e-01;	4.28682e-01;	5.04313e-01
2.89938e-01;	2.52495e-01;	4.71168e-01;	4.52715e-01
6.90479e-01;	3.94406e-01;	4.04162e-01;	4.85739e-01
4.01260e-01;	7.94597e-01;	5.86237e-01;	5.20795e-01
5.10166e-02;	7.82730e-01;	5.75504e-01;	4.74043e-01
4.15911e-01;	1.69092e-01;	3.75836e-01;	5.09850e-01
1.93423e-02;	1.16556e-01;	4.48163e-01;	4.69069e-01
7.29186e-01;	4.55616e-01;	4.44034e-01;	5.23742e-01
8.38526e-01;	3.90334e-01;	3.84466e-01;	5.48322e-01
1.17319e-02;	4.20747e-01;	5.03691e-01;	5.17932e-01
8.17711e-01;	5.04114e-01;	5.10959e-01;	5.20914e-01
7.45200e-01;	7.58307e-01;	3.02766e-01;	5.45888e-01
4.31646e-01;	3.55464e-01;	5.15002e-01;	4.94946e-01
8.45628e-01;	3.00615e-01;	4.21320e-01;	4.49960e-01
1.73922e-01;	7.59810e-01;	6.73612e-01;	5.02898e-01
2.99625e-01;	7.71923e-01;	3.96249e-01;	4.66669e-01
1.97484e-01;	7.54669e-01;	5.53959e-01;	4.84456e-01
4.34815e-01;	4.89756e-01;	5.59599e-01;	5.32992e-01
7.12815e-01;	5.09788e-01;	4.83153e-01;	4.73952e-01
2.77063e-01;	4.43758e-01;	3.82159e-01;	5.48897e-01
8.25121e-01;	4.10032e-01;	5.37457e-01;	5.35509e-01
8.46396e-01;	4.05569e-01;	7.17209e-01;	4.72608e-01
8.09652e-01;	6.69069e-01;	5.76240e-01;	5.17371e-01
1.59147e-01;	4.51160e-01;	6.03641e-01;	5.09954e-01
8.21593e-01;	8.23492e-02;	4.51596e-01;	4.77367e-01
8.43402e-01;	5.32829e-01;	4.85772e-01;	4.97063e-01
2.00527e-01;	4.23076e-01;	5.86527e-01;	5.40875e-01
1.99000e-01;	3.16164e-01;	5.17396e-01;	5.61068e-01
4.52809e-01;	6.95124e-01;	4.52521e-01;	4.65596e-01
4.15837e-01;	8.82332e-02;	3.32365e-01;	4.70929e-01
4.84624e-01;	5.68481e-01;	6.27947e-01;	4.81824e-01
2.25987e-01;	2.64940e-01;	5.60630e-01;	4.75012e-01
7.16486e-01;	2.48428e-01;	4.40272e-01;	5.26331e-01
5.79749e-01;	5.60362e-01;	5.73570e-01;	4.94105e-01
9.17032e-01;	3.80565e-01;	5.14016e-01;	5.27929e-01
4.86638e-01;	3.00054e-01;	5.88675e-01;	5.30262e-01
9.76347e-01;	1.25373e-01;	5.27495e-01;	4.52894e-01
7.24096e-01;	5.85244e-01;	5.22461e-01;	4.84591e-01
3.70081e-01;	3.99251e-01;	5.34862e-01;	5.06688e-01
7.17099e-01;	7.46716e-01;	4.19026e-01;	4.66195e-01
5.11574e-01;	9.38233e-01;	3.65829e-01;	5.10437e-01
2.99926e-01;	8.45337e-01;	5.74206e-01;	4.81483e-01
7.38762e-02;	1.41769e-01;	5.27415e-01;	4.99925e-01
9.45519e-01;	1.85486e-01;	5.72985e-01;	4.91906e-01
3.86314e-01;	1.52352e-01;	4.94442e-01;	5.16274e-01
6.24454e-02;	4.86200e-01;	5.93075e-01;	5.24549e-01
3.17009e-01;	4.09004e-01;	4.61244e-01;	5.11065e-01
9.19481e-01;	4.31689e-01;	5.07616e-01;	4.70870e-01
3.20413e-01;	7.72282e-01;	4.84150e-01;	5.24867e-01
8.95753e-01;	8.87507e-01;	4.36901e-01;	5.42403e-01
6.86440e-01;	7.69633e-01;	5.06468e-01;	5.02739e-01
9.26718e-02;	4.91768e-01;	5.60252e-01;	4.12603e-01
4.00409e-01;	2.47448e-01;	4.56606e-01;	4.78876e-01
1.93135e-01;	6.47819e-01;	6.55184e-01;	5.04128e-01
5.47836e-01;	7.58676e-01;	4.97059e-01;	5.13850e-01
8.04191e-01;	8.32230e-01;	4.54989e-01;	4.75836e-01
9.21271e-01;	3.87376e-01;	5.13576e-01;	5.15337e-01
2.72313e-01;	6.77770e-01;	4.62367e-01;	4.48174e-01
6.16885e-01;	6.54827e-01;	6.61342e-01;	4.73845e-01
6.29403e-01;	1.38667e-01;	5.02425e-01;	4.98192e-01
9.62728e-01;	4.65476e-01;	4.31151e-01;	5.15709e-01
3.30521e-02;	3.63551e-01;	5.44115e-01;	4.93734e-01
8.57342e-01;	3.06264e-01;	5.32660e-01;	4.45631e-01
3.28218e-01;	5.08569e-01;	6.04854e-01;	4.75087e-01
7.03981e-01;	3.93907e-01;	3.35236e-01;	4.89474e-01
3.91104e-01;	6.87658e-02;	4.14966e-01;	5.57636e-01
1.77968e-01;	8.22399e-01;	6.10545e-01;	5.57748e-01
7.88912e-01;	3.88353e-01;	4.91359e-01;	5.03201e-01
3.47884e-01;	4.91512e-01;	5.17614e-01;	4.84773e-01
5.43185e-01;	6.82565e-01;	6.11324e-01;	5.45417e-01
9.59955e-03;	6.65565e-02;	4.12539e-01;	5.04098e-01
7.55690e-01;	3.95280e-01;	5.70111e-01;	4.86570e-01
8.97585e-01;	6.25519e-01;	6.78729e-01;	4.70601e-01
1.47162e-01;	5.77251e-01;	4.62642e-01;	5.07566e-01
7.53124e-01;	3.61756e-01;	5.97468e-01;	5.01154e-01
7.97453e-01;	5.09627e-01;	4.05912e-01;	5.58807e-01
9.82870e-02;	6.31993e-01;	5.58797e-01;	5.09938e-01
5.72869e-01;	4.79055e-01;	4.11608e-01;	4.97366e-01
1.33018e-01;	8.10850e-01;	3.73765e-01;	5.06149e-01
2.53726e-01;	7.19841e-01;	5.03968e-01;	5.13230e-01
4.74046e-01;	2.18357e-01;	5.70409e-01;	5.31177e-01
7.44134e-01;	8.38353e-01;	6.14545e-01;	4.59239e-01
9.09661e-01;	8.48248e-01;	5.14801e-01;	4.55658e-01
8.03265e-02;	4.79237e-01;	5.88181e-01;	4.41553e-01
5.60036e-01;	3.94740e-01;	4.63151e-01;	5.18019e-01
2.22219e-01;	4.54859e-01;	4.96689e-01;	5.17386e-01
3.43282e-01;	3.60480e-01;	5.33276e-01;	5.45344e-01
3.79568e-01;	4.00381e-01;	6.73433e-01;	4.86333e-01
8.16758e-01;	3.03229e-01;	4.86398e-01;	5.49784e-01
2.64513e-01;	7.01318e-01;	5.02009e-01;	5.42746e-01
8.15935e-01;	7.76982e-01;	4.27201e-01;	4.93730e-01
6.74061e-01;	7.73409e-01;	6.03351e-01;	5.45245e-01
1.32468e-01;	1.11153e-01;	4.85080e-01;	4.81715e-01
3.81223e-02;	2.15393e-01;	5.89347e-01;	5.08263e-01
5.64210e-01;	3.42836e-01;	5.71812e-01;	5.23841e-01
8.74466e-01;	7.35466e-01;	3.02540e-01;	5.16664e-01
7.48357e-01;	4.65094e-01;	5.42288e-01;	5.27347e-01
1.02946e-01;	6.00919e-01;	3.99351e-01;	4.62070e-01
4.19842e-01;	8.06846e-01;	6.28633e-01;	5.26733e-01
5.73737e-01;	4.15940e-01;	4.07167e-01;	4.93601e-01
5.08528e-01;	4.87427e-01;	6.11907e-01;	4.84295e-01
4.86110e-02;	8.90963e-01;	4.50587e-01;	5.16855e-01
5.69324e-01;	5.18395e-01;	6.70865e-01;	4.83400e-01
4.16106e-01;	4.99572e-01;	5.09702e-01;	4.91886e-01
8.30768e-01;	6.20395e-01;	5.66322e-01;	5.14922e-01
8.38716e-01;	8.58193e-01;	5.06734e-01;	5.20326e-01
8.04935e-01;	5.15059e-01;	5.41954e-01;	4.81669e-01
4.49463e-01;	4.37550e-01;	5.89530e-01;	5.31385e-01
1.57729e-01;	5.30198e-01;	5.83612e-01;	5.21134e-01
2.67391e-01;	4.82513e-01;	5.65590e-01;	4.92642e-01
6.32089e-01;	2.52122e-01;	3.92599e-01;	5.00531e-01
6.55203e-01;	2.33679e-01;	4.95597e-01;	5.05990e-01
9.81230e-01;	5.83839e-01;	3.42713e-01;	4.87168e-01
9.69227e-01;	4.58751e-01;	5.18107e-01;	4.45990e-01
4.11988e-01;	3.89902e-01;	4.64364e-01;	5.46335e-01
3.08611e-01;	2.64410e-01;	4.82313e-01;	4.96900e-01
9.05774e-02;	4.75679e-01;	4.73773e-01;	5.07418e-01
8.64756e-01;	6.92934e-01;	4.62493e-01;	4.70385e-01
8.50606e-01;	2.92459e-01;	4.51307e-01;	4.86300e-01
9.73214e-01;	5.71191e-01;	5.45063e-01;	5.19432e-01
3.91429e-01;	3.42335e-01;	4.76584e-01;	5.02287e-01
7.09493e-01;	6.26385e-01;	4.73043e-01;	4.97326e-01
3.97780e-01;	4.41644e-01;	4.83461e-01;	4.80526e-01
2.60491e-01;	7.92092e-01;	4.13964e-01;	4.88902e-01
5.42966e-01;	6.59889e-01;	4.87501e-01;	5.20565e-01
7.03064e-01;	4.62062e-01;	5.41308e-01;	5.45439e-01
2.02685e-01;	7.35946e-01;	4.08565e-01;	5.21813e-01
9.46941e-01;	3.65173e-01;	3.88464e-01;	5.26193e-01
4.92720e-01;	4.24860e-01;	4.21852e-01;	4.60964e-01
7.83362e-01;	1.54262e-01;	6.42040e-01;	5.53653e-01
2.99387e-01;	5.89007e-01;	4.34715e-01;	4.83895e-01
5.57703e-01;	5.14433e-01;	4.63031e-01;	5.36110e-01
6.31114e-01;	2.01189e-01;	4.84508e-01;	5.20112e-01
3.74412e-01;	7.55540e-01;	2.28598e-01;	4.99178e-01
6.90029e-01;	3.95374e-01;	4.32815e-01;	5.35836e-01
4.92143e-01;	6.83688e-01;	5.25054e-01;	4.86662e-01
2.78772e-01;	2.53175e-01;	6.28258e-01;	5.53561e-01
7.90395e-01;	4.75526e-01;	3.20665e-01;	5.08468e-01
3.81232e-01;	3.80863e-01;	7.42297e-01;	5.19053e-01
5.43528e-01;	5.65111e-01;	3.07265e-01;	5.17687e-01
2.52271e-01;	4.24952e-01;	4.12759e-01;	4.97051e-01
2.55104e-01;	3.64750e-01;	5.86764e-01;	5.45890e-01
5.45456e-01;	2.54203e-01;	5.97732e-01;	5.21490e-01
8.20833e-02;	4.15766e-01;	5.42880e-01;	4.92912e-01
6.77844e-01;	4.79335e-01;	4.03537e-01;	5.36503e-01
3.28026e-01;	3.49631e-01;	5.08685e-01;	4.70888e-01
5.63637e-01;	6.40193e-01;	4.81265e-01;	5.11448e-01
2.72359e-02;	3.92997e-01;	4.84487e-01;	5.18188e-01
5.43511e-01;	6.43746e-01;	4.40552e-01;	4.88807e-01
4.05939e-01;	5.57043e-01;	5.95136e-01;	4.91418e-01
4.04829e-01;	2.79841e-01;	5.52298e-01;	5.34437e-01
2.98276e-01;	2.81368e-01;	5.76800e-01;	4.45575e-01
8.60249e-01;	5.62102e-01;	5.51605e-01;	4.95560e-01
5.81832e-01;	3.10296e-01;	5.26107e-01;	5.58236e-01
6.65606e-01;	2.69706e-01;	5.20208e-01;	5.75556e-01
9.39334e-01;	5.30638e-01;	3.75926e-01;	5.60651e-01
6.05243e-02;	7.15052e-01;	5.02169e-01;	4.65277e-01
3.99319e-01;	8.72532e-01;	4.83295e-01;	4.97716e-01
5.85612e-01;	5.83191e-01;	4.79122e-01;	4.55421e-01
2.69530e-01;	4.64434e-01;	4.28233e-01;	5.19178e-01
3.72417e-01;	2.05404e-01;	3.37475e-01;	4.95413e-01
5.67447e-01;	6.65482e-01;	3.68853e-01;	4.94040e-01
8.41050e-01;	2.35816e-01;	6.49562e-01;	5.29848e-01
8.86298e-01;	2.84918e-02;	3.92297e-01;	4.96650e-01
5.00452e-01;	7.32087e-01;	5.24607e-01;	5.35562e-01
3.43635e-01;	1.95747e-01;	5.35348e-01;	5.36406e-01
1.66682e-01;	7.51756e-01;	6.66118e-01;	4.95519e-01
2.91697e-01;	8.88934e-01;	4.27266e-01;	4.65484e-01
8.07346e-01;	7.78121e-01;	5.44443e-01;	4.71619e-01
6.15860e-01;	3.59320e-01;	4.32540e-01;	4.82092e-01
5.46649e-01;	6.50068e-01;	4.71885e-01;	5.21006e-01
4.29443e-01;	6.15848e-01;	4.87380e-01;	5.02289e-01
2.67415e-01;	2.61933e-01;	5.80243e-01;	5.14239e-01
